vm_policy;link_policy;wf_policy;# units: packetId; src; dst; psize; delay(ms); proc_delay(ms); prop_delay(ms); trans_delay(ms); queue_delay(ms)
LFF;BLA;Priority;12;web1;app0;5000000;7200.6029;1000.0;0.201;400.0;5800.002
LFF;BLA;Priority;12;web1;app0;5000000;7200.6029;1000.0;0.201;400.0;5800.002
LFF;BLA;Priority;12;web1;app0;5000000;7200.6029;1000.0;0.201;400.0;5800.002
LFF;BLA;Priority;4;web1;app0;20000000;12200.402;1000.0;0.201;1600.0;9599.801
LFF;BLA;Priority;4;web1;app0;20000000;12200.402;1000.0;0.201;1600.0;9599.801
LFF;BLA;Priority;4;web1;app0;20000000;14800.6029;1000.0;0.201;1600.0;12200.002
LFF;BLA;Priority;4;web1;app0;20000000;14800.6029;1000.0;0.201;1600.0;12200.002
LFF;BLA;Priority;4;web1;app0;20000000;14800.6029;1000.0;0.201;1600.0;12200.002
LFF;BLA;Priority;4;web1;app0;20000000;14800.6029;1000.0;0.201;1600.0;12200.002
LFF;BLA;Priority;9;app0;db0;50000000;16950.6659;150.0;0.222;4000.0;12800.0039
LFF;BLA;Priority;9;app0;db0;50000000;16950.6659;150.0;0.222;4000.0;12800.0039
LFF;BLA;Priority;9;app0;db0;50000000;16950.6659;150.0;0.222;4000.0;12800.0039
LFF;BLA;Priority;9;app0;db0;50000000;16950.6659;150.0;0.222;4000.0;12800.0039
LFF;BLA;Priority;9;app0;db0;50000000;16950.6659;150.0;0.222;4000.0;12800.0039
LFF;BLA;Priority;9;app0;db0;50000000;16950.6659;150.0;0.222;4000.0;12800.0039
LFF;BLA;Priority;17;app0;db0;50000000;13250.6659;250.0;0.222;4000.0;9000.0039
LFF;BLA;Priority;17;app0;db0;50000000;13250.6659;250.0;0.222;4000.0;9000.0039
LFF;BLA;Priority;17;app0;db0;50000000;13250.6659;250.0;0.222;4000.0;9000.0039
LFF;BLA;Priority;17;app0;db0;50000000;13250.6659;250.0;0.222;4000.0;9000.0039
LFF;BLA;Priority;17;app0;db0;50000000;13250.6659;250.0;0.222;4000.0;9000.0039
LFF;BLA;Priority;17;app0;db0;50000000;13250.6659;250.0;0.222;4000.0;9000.0039
LFF;BLA;Priority;24;web0;app0;10000000;10000.6659;200.0;0.222;800.0;9000.0039
LFF;BLA;Priority;24;web0;app0;10000000;10000.6659;200.0;0.222;800.0;9000.0039
LFF;BLA;Priority;24;web0;app0;10000000;10000.6659;200.0;0.222;800.0;9000.0039
LFF;BLA;Priority;24;web0;app0;10000000;10000.6659;200.0;0.222;800.0;9000.0039
LFF;BLA;Priority;24;web0;app0;10000000;10000.6659;200.0;0.222;800.0;9000.0039
LFF;BLA;Priority;24;web0;app0;10000000;10000.6659;200.0;0.222;800.0;9000.0039
LFF;BLA;Priority;11;app0;web0;50000000;16550.6659;350.0;0.222;4000.0;12200.0039
LFF;BLA;Priority;11;app0;web0;50000000;16550.6659;350.0;0.222;4000.0;12200.0039
LFF;BLA;Priority;11;app0;web0;50000000;16550.6659;350.0;0.222;4000.0;12200.0039
LFF;BLA;Priority;11;app0;web0;50000000;16550.6659;350.0;0.222;4000.0;12200.0039
LFF;BLA;Priority;11;app0;web0;50000000;16550.6659;350.0;0.222;4000.0;12200.0039
LFF;BLA;Priority;11;app0;web0;50000000;16550.6659;350.0;0.222;4000.0;12200.0039
LFF;BLA;Priority;24;web0;app0;10000000;11000.8878;200.0;0.222;800.0;10000.2259
LFF;BLA;Priority;24;web0;app0;10000000;11000.8878;200.0;0.222;800.0;10000.2259
LFF;BLA;Priority;24;web0;app0;10000000;11000.8878;200.0;0.222;800.0;10000.2259
LFF;BLA;Priority;24;web0;app0;10000000;11000.8878;200.0;0.222;800.0;10000.2259
LFF;BLA;Priority;19;app0;web0;10000000;13550.6658;550.0;0.222;800.0;12200.0039
LFF;BLA;Priority;19;app0;web0;10000000;13550.6658;550.0;0.222;800.0;12200.0039
LFF;BLA;Priority;19;app0;web0;10000000;13550.6658;550.0;0.222;800.0;12200.0039
LFF;BLA;Priority;19;app0;web0;10000000;13550.6658;550.0;0.222;800.0;12200.0039
LFF;BLA;Priority;19;app0;web0;10000000;13550.6658;550.0;0.222;800.0;12200.0039
LFF;BLA;Priority;19;app0;web0;10000000;13550.6658;550.0;0.222;800.0;12200.0039
LFF;BLA;Priority;19;app0;web0;10000000;14900.8878;550.0;0.222;800.0;13550.2258
LFF;BLA;Priority;19;app0;web0;10000000;14900.8878;550.0;0.222;800.0;13550.2258
LFF;BLA;Priority;19;app0;web0;10000000;14900.8878;550.0;0.222;800.0;13550.2258
LFF;BLA;Priority;19;app0;web0;10000000;14900.8878;550.0;0.222;800.0;13550.2258
LFF;BLA;Priority;9;app0;db0;50000000;21100.8878;150.0;0.222;4000.0;16950.2259
LFF;BLA;Priority;9;app0;db0;50000000;21100.8878;150.0;0.222;4000.0;16950.2259
LFF;BLA;Priority;9;app0;db0;50000000;21100.8878;150.0;0.222;4000.0;16950.2259
LFF;BLA;Priority;9;app0;db0;50000000;21100.8878;150.0;0.222;4000.0;16950.2259
LFF;BLA;Priority;17;app0;db0;50000000;17500.8878;250.0;0.222;4000.0;13250.2259
LFF;BLA;Priority;17;app0;db0;50000000;17500.8878;250.0;0.222;4000.0;13250.2259
LFF;BLA;Priority;17;app0;db0;50000000;17500.8878;250.0;0.222;4000.0;13250.2259
LFF;BLA;Priority;17;app0;db0;50000000;17500.8878;250.0;0.222;4000.0;13250.2259
LFF;BLA;Priority;35;app0;web0;20000000;8550.6658;750.0;0.222;1600.0;6200.0039
LFF;BLA;Priority;35;app0;web0;20000000;8550.6658;750.0;0.222;1600.0;6200.0039
LFF;BLA;Priority;35;app0;web0;20000000;8550.6658;750.0;0.222;1600.0;6200.0039
LFF;BLA;Priority;35;app0;web0;20000000;8550.6658;750.0;0.222;1600.0;6200.0039
LFF;BLA;Priority;35;app0;web0;20000000;8550.6658;750.0;0.222;1600.0;6200.0039
LFF;BLA;Priority;35;app0;web0;20000000;8550.6658;750.0;0.222;1600.0;6200.0039
LFF;BLA;Priority;11;app0;web0;50000000;20900.8878;350.0;0.222;4000.0;16550.2259
LFF;BLA;Priority;11;app0;web0;50000000;20900.8878;350.0;0.222;4000.0;16550.2259
LFF;BLA;Priority;11;app0;web0;50000000;20900.8878;350.0;0.222;4000.0;16550.2259
LFF;BLA;Priority;11;app0;web0;50000000;20900.8878;350.0;0.222;4000.0;16550.2259
LFF;BLA;Priority;16;web0;app0;75000000;19600.6659;200.0;0.222;6000.0;13400.0039
LFF;BLA;Priority;16;web0;app0;75000000;19600.6659;200.0;0.222;6000.0;13400.0039
LFF;BLA;Priority;16;web0;app0;75000000;19600.6659;200.0;0.222;6000.0;13400.0039
LFF;BLA;Priority;16;web0;app0;75000000;19600.6659;200.0;0.222;6000.0;13400.0039
LFF;BLA;Priority;16;web0;app0;75000000;19600.6659;200.0;0.222;6000.0;13400.0039
LFF;BLA;Priority;16;web0;app0;75000000;19600.6659;200.0;0.222;6000.0;13400.0039
LFF;BLA;Priority;35;app0;web0;20000000;10900.8878;750.0;0.222;1600.0;8550.2258
LFF;BLA;Priority;35;app0;web0;20000000;10900.8878;750.0;0.222;1600.0;8550.2258
LFF;BLA;Priority;35;app0;web0;20000000;10900.8878;750.0;0.222;1600.0;8550.2258
LFF;BLA;Priority;35;app0;web0;20000000;10900.8878;750.0;0.222;1600.0;8550.2258
LFF;BLA;Priority;47;app0;web1;5000000;7000.4019;350.0;0.201;400.0;6249.8009
LFF;BLA;Priority;47;app0;web1;5000000;7000.4019;350.0;0.201;400.0;6249.8009
LFF;BLA;Priority;45;app0;db0;5000000;8150.6658;150.0;0.222;400.0;7600.0039
LFF;BLA;Priority;45;app0;db0;5000000;8150.6658;150.0;0.222;400.0;7600.0039
LFF;BLA;Priority;45;app0;db0;5000000;8150.6658;150.0;0.222;400.0;7600.0039
LFF;BLA;Priority;45;app0;db0;5000000;8150.6658;150.0;0.222;400.0;7600.0039
LFF;BLA;Priority;45;app0;db0;5000000;8150.6658;150.0;0.222;400.0;7600.0039
LFF;BLA;Priority;45;app0;db0;5000000;8150.6658;150.0;0.222;400.0;7600.0039
LFF;BLA;Priority;45;app0;db0;5000000;8700.8878;150.0;0.222;400.0;8150.2258
LFF;BLA;Priority;45;app0;db0;5000000;8700.8878;150.0;0.222;400.0;8150.2258
LFF;BLA;Priority;45;app0;db0;5000000;8700.8878;150.0;0.222;400.0;8150.2258
LFF;BLA;Priority;45;app0;db0;5000000;8700.8878;150.0;0.222;400.0;8150.2258
LFF;BLA;Priority;47;app0;web1;5000000;7750.6029;350.0;0.201;400.0;7000.0019
LFF;BLA;Priority;47;app0;web1;5000000;7750.6029;350.0;0.201;400.0;7000.0019
LFF;BLA;Priority;47;app0;web1;5000000;7750.6029;350.0;0.201;400.0;7000.0019
LFF;BLA;Priority;47;app0;web1;5000000;7750.6029;350.0;0.201;400.0;7000.0019
LFF;BLA;Priority;26;db0;app0;50000000;18600.6658;200.0;0.222;4000.0;14400.0039
LFF;BLA;Priority;26;db0;app0;50000000;18600.6658;200.0;0.222;4000.0;14400.0039
LFF;BLA;Priority;26;db0;app0;50000000;18600.6658;200.0;0.222;4000.0;14400.0039
LFF;BLA;Priority;26;db0;app0;50000000;18600.6658;200.0;0.222;4000.0;14400.0039
LFF;BLA;Priority;26;db0;app0;50000000;18600.6658;200.0;0.222;4000.0;14400.0039
LFF;BLA;Priority;26;db0;app0;50000000;18600.6658;200.0;0.222;4000.0;14400.0039
LFF;BLA;Priority;2;db0;app0;100000000;32450.6658;150.0;0.222;8000.0;24300.0039
LFF;BLA;Priority;2;db0;app0;100000000;32450.6658;150.0;0.222;8000.0;24300.0039
LFF;BLA;Priority;2;db0;app0;100000000;32450.6658;150.0;0.222;8000.0;24300.0039
LFF;BLA;Priority;2;db0;app0;100000000;32450.6658;150.0;0.222;8000.0;24300.0039
LFF;BLA;Priority;2;db0;app0;100000000;32450.6658;150.0;0.222;8000.0;24300.0039
LFF;BLA;Priority;2;db0;app0;100000000;32450.6658;150.0;0.222;8000.0;24300.0039
LFF;BLA;Priority;10;db0;app0;100000000;28450.6658;150.0;0.222;8000.0;20300.0039
LFF;BLA;Priority;10;db0;app0;100000000;28450.6658;150.0;0.222;8000.0;20300.0039
LFF;BLA;Priority;10;db0;app0;100000000;28450.6658;150.0;0.222;8000.0;20300.0039
LFF;BLA;Priority;10;db0;app0;100000000;28450.6658;150.0;0.222;8000.0;20300.0039
LFF;BLA;Priority;10;db0;app0;100000000;28450.6658;150.0;0.222;8000.0;20300.0039
LFF;BLA;Priority;10;db0;app0;100000000;28450.6658;150.0;0.222;8000.0;20300.0039
LFF;BLA;Priority;16;web0;app0;75000000;25800.8878;200.0;0.222;6000.0;19600.2259
LFF;BLA;Priority;16;web0;app0;75000000;25800.8878;200.0;0.222;6000.0;19600.2259
LFF;BLA;Priority;16;web0;app0;75000000;25800.8878;200.0;0.222;6000.0;19600.2259
LFF;BLA;Priority;16;web0;app0;75000000;25800.8878;200.0;0.222;6000.0;19600.2259
LFF;BLA;Priority;40;web0;app0;20000000;13830.6659;10.0;0.222;1600.0;12220.0039
LFF;BLA;Priority;40;web0;app0;20000000;13830.6659;10.0;0.222;1600.0;12220.0039
LFF;BLA;Priority;40;web0;app0;20000000;13830.6659;10.0;0.222;1600.0;12220.0039
LFF;BLA;Priority;40;web0;app0;20000000;13830.6659;10.0;0.222;1600.0;12220.0039
LFF;BLA;Priority;40;web0;app0;20000000;13830.6659;10.0;0.222;1600.0;12220.0039
LFF;BLA;Priority;40;web0;app0;20000000;13830.6659;10.0;0.222;1600.0;12220.0039
LFF;BLA;Priority;5;app0;db0;10000000;31400.6659;7500.0;0.222;800.0;23100.0039
LFF;BLA;Priority;5;app0;db0;10000000;31400.6659;7500.0;0.222;800.0;23100.0039
LFF;BLA;Priority;5;app0;db0;10000000;31400.6659;7500.0;0.222;800.0;23100.0039
LFF;BLA;Priority;5;app0;db0;10000000;31400.6659;7500.0;0.222;800.0;23100.0039
LFF;BLA;Priority;5;app0;db0;10000000;31400.6659;7500.0;0.222;800.0;23100.0039
LFF;BLA;Priority;5;app0;db0;10000000;31400.6659;7500.0;0.222;800.0;23100.0039
LFF;BLA;Priority;40;web0;app0;20000000;15440.8878;10.0;0.222;1600.0;13830.2259
LFF;BLA;Priority;40;web0;app0;20000000;15440.8878;10.0;0.222;1600.0;13830.2259
LFF;BLA;Priority;40;web0;app0;20000000;15440.8878;10.0;0.222;1600.0;13830.2259
LFF;BLA;Priority;40;web0;app0;20000000;15440.8878;10.0;0.222;1600.0;13830.2259
LFF;BLA;Priority;26;db0;app0;50000000;22800.8878;200.0;0.222;4000.0;18600.2258
LFF;BLA;Priority;26;db0;app0;50000000;22800.8878;200.0;0.222;4000.0;18600.2258
LFF;BLA;Priority;26;db0;app0;50000000;22800.8878;200.0;0.222;4000.0;18600.2258
LFF;BLA;Priority;26;db0;app0;50000000;22800.8878;200.0;0.222;4000.0;18600.2258
LFF;BLA;Priority;13;app0;db0;20000000;29800.6659;7500.0;0.222;1600.0;20700.0039
LFF;BLA;Priority;13;app0;db0;20000000;29800.6659;7500.0;0.222;1600.0;20700.0039
LFF;BLA;Priority;13;app0;db0;20000000;29800.6659;7500.0;0.222;1600.0;20700.0039
LFF;BLA;Priority;13;app0;db0;20000000;29800.6659;7500.0;0.222;1600.0;20700.0039
LFF;BLA;Priority;13;app0;db0;20000000;29800.6659;7500.0;0.222;1600.0;20700.0039
LFF;BLA;Priority;13;app0;db0;20000000;29800.6659;7500.0;0.222;1600.0;20700.0039
LFF;BLA;Priority;33;app0;db0;75000000;21850.6658;450.0;0.222;6000.0;15400.0039
LFF;BLA;Priority;33;app0;db0;75000000;21850.6658;450.0;0.222;6000.0;15400.0039
LFF;BLA;Priority;33;app0;db0;75000000;21850.6658;450.0;0.222;6000.0;15400.0039
LFF;BLA;Priority;33;app0;db0;75000000;21850.6658;450.0;0.222;6000.0;15400.0039
LFF;BLA;Priority;33;app0;db0;75000000;21850.6658;450.0;0.222;6000.0;15400.0039
LFF;BLA;Priority;33;app0;db0;75000000;21850.6658;450.0;0.222;6000.0;15400.0039
LFF;BLA;Priority;28;web1;app0;5000000;25800.402;10000.0;0.201;400.0;15399.801
LFF;BLA;Priority;28;web1;app0;5000000;25800.402;10000.0;0.201;400.0;15399.801
LFF;BLA;Priority;2;db0;app0;100000000;40600.8878;150.0;0.222;8000.0;32450.2258
LFF;BLA;Priority;2;db0;app0;100000000;40600.8878;150.0;0.222;8000.0;32450.2258
LFF;BLA;Priority;2;db0;app0;100000000;40600.8878;150.0;0.222;8000.0;32450.2258
LFF;BLA;Priority;2;db0;app0;100000000;40600.8878;150.0;0.222;8000.0;32450.2258
LFF;BLA;Priority;10;db0;app0;100000000;36600.8878;150.0;0.222;8000.0;28450.2258
LFF;BLA;Priority;10;db0;app0;100000000;36600.8878;150.0;0.222;8000.0;28450.2258
LFF;BLA;Priority;10;db0;app0;100000000;36600.8878;150.0;0.222;8000.0;28450.2258
LFF;BLA;Priority;10;db0;app0;100000000;36600.8878;150.0;0.222;8000.0;28450.2258
LFF;BLA;Priority;5;app0;db0;10000000;39700.8878;7500.0;0.222;800.0;31400.2259
LFF;BLA;Priority;5;app0;db0;10000000;39700.8878;7500.0;0.222;800.0;31400.2259
LFF;BLA;Priority;5;app0;db0;10000000;39700.8878;7500.0;0.222;800.0;31400.2259
LFF;BLA;Priority;5;app0;db0;10000000;39700.8878;7500.0;0.222;800.0;31400.2259
LFF;BLA;Priority;18;db0;app0;100000000;34600.6658;200.0;0.222;8000.0;26400.0039
LFF;BLA;Priority;18;db0;app0;100000000;34600.6658;200.0;0.222;8000.0;26400.0039
LFF;BLA;Priority;18;db0;app0;100000000;34600.6658;200.0;0.222;8000.0;26400.0039
LFF;BLA;Priority;18;db0;app0;100000000;34600.6658;200.0;0.222;8000.0;26400.0039
LFF;BLA;Priority;18;db0;app0;100000000;34600.6658;200.0;0.222;8000.0;26400.0039
LFF;BLA;Priority;18;db0;app0;100000000;34600.6658;200.0;0.222;8000.0;26400.0039
LFF;BLA;Priority;25;app0;db0;100000000;31250.6658;250.0;0.222;8000.0;23000.0039
LFF;BLA;Priority;25;app0;db0;100000000;31250.6658;250.0;0.222;8000.0;23000.0039
LFF;BLA;Priority;25;app0;db0;100000000;31250.6658;250.0;0.222;8000.0;23000.0039
LFF;BLA;Priority;25;app0;db0;100000000;31250.6658;250.0;0.222;8000.0;23000.0039
LFF;BLA;Priority;25;app0;db0;100000000;31250.6658;250.0;0.222;8000.0;23000.0039
LFF;BLA;Priority;25;app0;db0;100000000;31250.6658;250.0;0.222;8000.0;23000.0039
LFF;BLA;Priority;34;db0;app0;100000000;27050.6658;350.0;0.222;8000.0;18700.0039
LFF;BLA;Priority;34;db0;app0;100000000;27050.6658;350.0;0.222;8000.0;18700.0039
LFF;BLA;Priority;34;db0;app0;100000000;27050.6658;350.0;0.222;8000.0;18700.0039
LFF;BLA;Priority;34;db0;app0;100000000;27050.6658;350.0;0.222;8000.0;18700.0039
LFF;BLA;Priority;34;db0;app0;100000000;27050.6658;350.0;0.222;8000.0;18700.0039
LFF;BLA;Priority;34;db0;app0;100000000;27050.6658;350.0;0.222;8000.0;18700.0039
LFF;BLA;Priority;32;web0;app0;100000000;28200.6659;400.0;0.222;8000.0;19800.0039
LFF;BLA;Priority;32;web0;app0;100000000;28200.6659;400.0;0.222;8000.0;19800.0039
LFF;BLA;Priority;32;web0;app0;100000000;28200.6659;400.0;0.222;8000.0;19800.0039
LFF;BLA;Priority;32;web0;app0;100000000;28200.6659;400.0;0.222;8000.0;19800.0039
LFF;BLA;Priority;32;web0;app0;100000000;28200.6659;400.0;0.222;8000.0;19800.0039
LFF;BLA;Priority;32;web0;app0;100000000;28200.6659;400.0;0.222;8000.0;19800.0039
LFF;BLA;Priority;27;app0;web0;100000000;30850.6658;450.0;0.222;8000.0;22400.0039
LFF;BLA;Priority;27;app0;web0;100000000;30850.6658;450.0;0.222;8000.0;22400.0039
LFF;BLA;Priority;27;app0;web0;100000000;30850.6658;450.0;0.222;8000.0;22400.0039
LFF;BLA;Priority;27;app0;web0;100000000;30850.6658;450.0;0.222;8000.0;22400.0039
LFF;BLA;Priority;27;app0;web0;100000000;30850.6658;450.0;0.222;8000.0;22400.0039
LFF;BLA;Priority;27;app0;web0;100000000;30850.6658;450.0;0.222;8000.0;22400.0039
LFF;BLA;Priority;33;app0;db0;75000000;28300.8878;450.0;0.222;6000.0;21850.2258
LFF;BLA;Priority;33;app0;db0;75000000;28300.8878;450.0;0.222;6000.0;21850.2258
LFF;BLA;Priority;33;app0;db0;75000000;28300.8878;450.0;0.222;6000.0;21850.2258
LFF;BLA;Priority;33;app0;db0;75000000;28300.8878;450.0;0.222;6000.0;21850.2258
LFF;BLA;Priority;44;web1;app0;100000000;23200.4019;100.0;0.201;8000.0;15099.801
LFF;BLA;Priority;44;web1;app0;100000000;23200.4019;100.0;0.201;8000.0;15099.801
LFF;BLA;Priority;13;app0;db0;20000000;38900.8878;7500.0;0.222;1600.0;29800.2259
LFF;BLA;Priority;13;app0;db0;20000000;38900.8878;7500.0;0.222;1600.0;29800.2259
LFF;BLA;Priority;13;app0;db0;20000000;38900.8878;7500.0;0.222;1600.0;29800.2259
LFF;BLA;Priority;13;app0;db0;20000000;38900.8878;7500.0;0.222;1600.0;29800.2259
LFF;BLA;Priority;20;web1;app0;50000000;37000.402;10000.0;0.201;4000.0;22999.801
LFF;BLA;Priority;20;web1;app0;50000000;37000.402;10000.0;0.201;4000.0;22999.801
LFF;BLA;Priority;42;db0;app0;75000000;26045.6658;15.0;0.222;6000.0;20030.0039
LFF;BLA;Priority;42;db0;app0;75000000;26045.6658;15.0;0.222;6000.0;20030.0039
LFF;BLA;Priority;42;db0;app0;75000000;26045.6658;15.0;0.222;6000.0;20030.0039
LFF;BLA;Priority;42;db0;app0;75000000;26045.6658;15.0;0.222;6000.0;20030.0039
LFF;BLA;Priority;42;db0;app0;75000000;26045.6658;15.0;0.222;6000.0;20030.0039
LFF;BLA;Priority;42;db0;app0;75000000;26045.6658;15.0;0.222;6000.0;20030.0039
LFF;BLA;Priority;43;app0;web0;75000000;25605.6658;35.0;0.222;6000.0;19570.0039
LFF;BLA;Priority;43;app0;web0;75000000;25605.6658;35.0;0.222;6000.0;19570.0039
LFF;BLA;Priority;43;app0;web0;75000000;25605.6658;35.0;0.222;6000.0;19570.0039
LFF;BLA;Priority;43;app0;web0;75000000;25605.6658;35.0;0.222;6000.0;19570.0039
LFF;BLA;Priority;43;app0;web0;75000000;25605.6658;35.0;0.222;6000.0;19570.0039
LFF;BLA;Priority;43;app0;web0;75000000;25605.6658;35.0;0.222;6000.0;19570.0039
LFF;BLA;Priority;48;web0;app0;75000000;24800.6659;600.0;0.222;6000.0;18200.0039
LFF;BLA;Priority;48;web0;app0;75000000;24800.6659;600.0;0.222;6000.0;18200.0039
LFF;BLA;Priority;48;web0;app0;75000000;24800.6659;600.0;0.222;6000.0;18200.0039
LFF;BLA;Priority;48;web0;app0;75000000;24800.6659;600.0;0.222;6000.0;18200.0039
LFF;BLA;Priority;48;web0;app0;75000000;24800.6659;600.0;0.222;6000.0;18200.0039
LFF;BLA;Priority;48;web0;app0;75000000;24800.6659;600.0;0.222;6000.0;18200.0039
LFF;BLA;Priority;14;db0;app0;75000000;42500.6658;7500.0;0.222;6000.0;29000.0039
LFF;BLA;Priority;14;db0;app0;75000000;42500.6658;7500.0;0.222;6000.0;29000.0039
LFF;BLA;Priority;14;db0;app0;75000000;42500.6658;7500.0;0.222;6000.0;29000.0039
LFF;BLA;Priority;14;db0;app0;75000000;42500.6658;7500.0;0.222;6000.0;29000.0039
LFF;BLA;Priority;14;db0;app0;75000000;42500.6658;7500.0;0.222;6000.0;29000.0039
LFF;BLA;Priority;14;db0;app0;75000000;42500.6658;7500.0;0.222;6000.0;29000.0039
LFF;BLA;Priority;28;web1;app0;5000000;36200.6029;10000.0;0.201;400.0;25800.002
LFF;BLA;Priority;28;web1;app0;5000000;36200.6029;10000.0;0.201;400.0;25800.002
LFF;BLA;Priority;28;web1;app0;5000000;36200.6029;10000.0;0.201;400.0;25800.002
LFF;BLA;Priority;28;web1;app0;5000000;36200.6029;10000.0;0.201;400.0;25800.002
LFF;BLA;Priority;18;db0;app0;100000000;42800.8878;200.0;0.222;8000.0;34600.2258
LFF;BLA;Priority;18;db0;app0;100000000;42800.8878;200.0;0.222;8000.0;34600.2258
LFF;BLA;Priority;18;db0;app0;100000000;42800.8878;200.0;0.222;8000.0;34600.2258
LFF;BLA;Priority;18;db0;app0;100000000;42800.8878;200.0;0.222;8000.0;34600.2258
LFF;BLA;Priority;25;app0;db0;100000000;39500.8878;250.0;0.222;8000.0;31250.2258
LFF;BLA;Priority;25;app0;db0;100000000;39500.8878;250.0;0.222;8000.0;31250.2258
LFF;BLA;Priority;25;app0;db0;100000000;39500.8878;250.0;0.222;8000.0;31250.2258
LFF;BLA;Priority;25;app0;db0;100000000;39500.8878;250.0;0.222;8000.0;31250.2258
LFF;BLA;Priority;34;db0;app0;100000000;35400.8878;350.0;0.222;8000.0;27050.2258
LFF;BLA;Priority;34;db0;app0;100000000;35400.8878;350.0;0.222;8000.0;27050.2258
LFF;BLA;Priority;34;db0;app0;100000000;35400.8878;350.0;0.222;8000.0;27050.2258
LFF;BLA;Priority;34;db0;app0;100000000;35400.8878;350.0;0.222;8000.0;27050.2258
