# units: time(s); hostId; cpu(%); ram(%); bw(%); energy(Wh)
390;9;1.1719;4.6875;5.0000;13.0050
390;8;6.2500;12.5000;10.0000;13.0183
390;7;1.5625;6.2500;5.0000;13.0065
390;6;1.9531;4.6875;4.0000;13.0062
390;5;6.2500;12.5000;10.0000;13.0183
390;4;0.7813;3.1250;4.0000;13.0034
390;3;1.1719;4.6875;4.5000;13.0050
390;2;1.5625;6.2500;4.0000;13.0064
390;1;3.1250;6.2500;5.0000;13.0091
390;0;1.9531;4.6875;4.5000;13.0063
400;11;1.5625;6.2500;6.0000;13.3401
400;10;1.5625;6.2500;5.0000;13.3400
400;9;1.1719;4.6875;5.0000;13.3385
400;8;6.2500;12.5000;10.0000;13.3521
400;7;1.5625;6.2500;5.0000;13.3400
400;6;1.9531;4.6875;4.0000;13.3397
400;5;6.2500;12.5000;10.0000;13.3521
400;4;0.7813;3.1250;4.0000;13.3369
400;3;1.1719;4.6875;4.5000;13.3384
400;2;1.5625;6.2500;4.0000;13.3399
400;1;3.1250;6.2500;5.0000;13.3427
400;0;1.9531;4.6875;4.5000;13.3398
410;11;1.5625;6.2500;6.0000;13.6736
410;10;1.5625;6.2500;5.0000;13.6735
410;9;1.1719;4.6875;5.0000;13.6720
410;8;6.2500;12.5000;10.0000;13.6859
410;7;1.5625;6.2500;5.0000;13.6735
410;6;1.9531;4.6875;4.0000;13.6732
410;5;6.2500;12.5000;10.0000;13.6859
410;4;0.7813;3.1250;4.0000;13.6703
410;3;1.1719;4.6875;4.5000;13.6719
410;2;1.5625;6.2500;4.0000;13.6734
410;1;3.1250;6.2500;5.0000;13.6763
410;0;1.9531;4.6875;4.5000;13.6733
420;11;1.5625;6.2500;6.0000;14.0072
420;10;1.5625;6.2500;5.0000;14.0070
420;9;1.1719;4.6875;5.0000;14.0054
420;8;6.2500;12.5000;10.0000;14.0197
420;7;1.5625;6.2500;5.0000;14.0070
420;6;1.9531;4.6875;4.0000;14.0067
420;5;6.2500;12.5000;10.0000;14.0197
420;4;0.7813;3.1250;4.0000;14.0037
420;3;1.1719;4.6875;4.5000;14.0054
420;2;1.5625;6.2500;4.0000;14.0069
420;1;3.1250;6.2500;5.0000;14.0098
420;0;1.9531;4.6875;4.5000;14.0068
430;11;1.5625;6.2500;6.0000;14.3407
430;10;1.5625;6.2500;5.0000;14.3405
430;9;1.1719;4.6875;5.0000;14.3389
430;8;6.2500;12.5000;10.0000;14.3535
430;7;1.5625;6.2500;5.0000;14.3405
430;6;1.9531;4.6875;4.0000;14.3402
430;5;6.2500;12.5000;10.0000;14.3535
430;4;0.7813;3.1250;4.0000;14.3371
430;3;1.1719;4.6875;4.5000;14.3388
430;2;1.5625;6.2500;4.0000;14.3404
430;1;3.1250;6.2500;5.0000;14.3434
430;0;1.9531;4.6875;4.5000;14.3403
440;11;1.5625;6.2500;6.0000;14.6742
440;10;1.5625;6.2500;5.0000;14.6740
440;9;1.1719;4.6875;5.0000;14.6723
440;8;6.2500;12.5000;10.0000;14.6873
440;7;1.5625;6.2500;5.0000;14.6740
440;6;1.9531;4.6875;4.0000;14.6737
440;5;6.2500;12.5000;10.0000;14.6873
440;4;0.7813;3.1250;4.0000;14.6705
440;3;1.1719;4.6875;4.5000;14.6723
440;2;1.5625;6.2500;4.0000;14.6739
440;1;3.1250;6.2500;5.0000;14.6770
440;0;1.9531;4.6875;4.5000;14.6738
450;11;1.5625;6.2500;6.0000;15.0077
450;10;1.5625;6.2500;5.0000;15.0075
450;9;1.1719;4.6875;5.0000;15.0058
450;8;6.2500;12.5000;10.0000;15.0211
450;7;1.5625;6.2500;5.0000;15.0075
450;6;1.9531;4.6875;4.0000;15.0072
450;5;6.2500;12.5000;10.0000;15.0211
450;4;0.7813;3.1250;4.0000;15.0040
450;3;1.1719;4.6875;4.5000;15.0057
450;2;1.5625;6.2500;4.0000;15.0074
450;1;3.1250;6.2500;5.0000;15.0105
450;0;1.9531;4.6875;4.5000;15.0073
460;11;1.5625;6.2500;6.0000;15.3412
460;10;1.5625;6.2500;5.0000;15.3410
460;9;1.1719;4.6875;5.0000;15.3393
460;8;6.2500;12.5000;10.0000;15.3549
460;7;1.5625;6.2500;5.0000;15.3410
460;6;1.9531;4.6875;4.0000;15.3407
460;5;6.2500;12.5000;10.0000;15.3549
460;4;0.7813;3.1250;4.0000;15.3374
460;3;1.1719;4.6875;4.5000;15.3392
460;2;1.5625;6.2500;4.0000;15.3409
460;1;3.1250;6.2500;5.0000;15.3441
460;0;1.9531;4.6875;4.5000;15.3407
470;11;1.5625;6.2500;6.0000;15.6747
470;10;1.5625;6.2500;5.0000;15.6745
470;9;1.1719;4.6875;5.0000;15.6727
470;8;6.2500;12.5000;10.0000;15.6887
470;7;1.5625;6.2500;5.0000;15.6745
470;6;1.9531;4.6875;4.0000;15.6742
470;5;6.2500;12.5000;10.0000;15.6887
470;4;0.7813;3.1250;4.0000;15.6708
470;3;1.1719;4.6875;4.5000;15.6727
470;2;1.5625;6.2500;4.0000;15.6744
470;1;3.1250;6.2500;5.0000;15.6777
470;0;1.9531;4.6875;4.5000;15.6742
480;11;1.5625;6.2500;6.0000;16.0082
480;10;1.5625;6.2500;5.0000;16.0080
480;9;1.1719;4.6875;5.0000;16.0062
480;8;6.2500;12.5000;10.0000;16.0225
480;7;1.5625;6.2500;5.0000;16.0080
480;6;1.9531;4.6875;4.0000;16.0077
480;5;6.2500;12.5000;10.0000;16.0225
480;4;0.7813;3.1250;4.0000;16.0042
480;3;1.1719;4.6875;4.5000;16.0061
480;2;1.5625;6.2500;4.0000;16.0079
