0;1;2;vm_policy;link_policy;wf_policy
730;9;13.3415;LFF;BLA;Priority
730;8;13.3415;LFF;BLA;Priority
730;7;13.3415;LFF;BLA;Priority
730;6;13.3415;LFF;BLA;Priority
740;12;13.5268;LFF;BLA;Priority
740;11;13.5268;LFF;BLA;Priority
740;10;13.5268;LFF;BLA;Priority
740;9;13.5268;LFF;BLA;Priority
740;8;13.5268;LFF;BLA;Priority
740;7;13.5268;LFF;BLA;Priority
740;6;13.5268;LFF;BLA;Priority
750;12;13.7121;LFF;BLA;Priority
750;11;13.7121;LFF;BLA;Priority
750;10;13.7121;LFF;BLA;Priority
750;9;13.7121;LFF;BLA;Priority
750;8;13.7121;LFF;BLA;Priority
750;7;13.7121;LFF;BLA;Priority
750;6;13.7121;LFF;BLA;Priority
760;12;13.8973;LFF;BLA;Priority
760;11;13.8973;LFF;BLA;Priority
760;10;13.8973;LFF;BLA;Priority
760;9;13.8973;LFF;BLA;Priority
760;8;13.8973;LFF;BLA;Priority
760;7;13.8973;LFF;BLA;Priority
760;6;13.8973;LFF;BLA;Priority
770;12;14.0826;LFF;BLA;Priority
770;11;14.0826;LFF;BLA;Priority
770;10;14.0826;LFF;BLA;Priority
770;9;14.0826;LFF;BLA;Priority
770;8;14.0826;LFF;BLA;Priority
770;7;14.0826;LFF;BLA;Priority
770;6;14.0826;LFF;BLA;Priority
780;12;14.2679;LFF;BLA;Priority
780;11;14.2679;LFF;BLA;Priority
780;10;14.2679;LFF;BLA;Priority
780;9;14.2679;LFF;BLA;Priority
780;8;14.2679;LFF;BLA;Priority
780;7;14.2679;LFF;BLA;Priority
780;6;14.2679;LFF;BLA;Priority
790;12;14.4532;LFF;BLA;Priority
790;11;14.4532;LFF;BLA;Priority
790;10;14.4532;LFF;BLA;Priority
790;9;14.4532;LFF;BLA;Priority
790;8;14.4532;LFF;BLA;Priority
790;7;14.4532;LFF;BLA;Priority
790;6;14.4532;LFF;BLA;Priority
800;12;14.6384;LFF;BLA;Priority
800;11;14.6384;LFF;BLA;Priority
800;10;14.6384;LFF;BLA;Priority
800;9;14.6384;LFF;BLA;Priority
800;8;14.6384;LFF;BLA;Priority
800;7;14.6384;LFF;BLA;Priority
800;6;14.6384;LFF;BLA;Priority
810;12;14.8237;LFF;BLA;Priority
810;11;14.8237;LFF;BLA;Priority
810;10;14.8237;LFF;BLA;Priority
810;9;14.8237;LFF;BLA;Priority
810;8;14.8237;LFF;BLA;Priority
810;7;14.8237;LFF;BLA;Priority
810;6;14.8237;LFF;BLA;Priority
820;12;15.009;LFF;BLA;Priority
820;11;15.009;LFF;BLA;Priority
820;10;15.009;LFF;BLA;Priority
820;9;15.009;LFF;BLA;Priority
820;8;15.009;LFF;BLA;Priority
820;7;15.009;LFF;BLA;Priority
820;6;15.009;LFF;BLA;Priority
830;12;15.1943;LFF;BLA;Priority
830;11;15.1943;LFF;BLA;Priority
830;10;15.1943;LFF;BLA;Priority
830;9;15.1943;LFF;BLA;Priority
830;8;15.1943;LFF;BLA;Priority
830;7;15.1943;LFF;BLA;Priority
830;6;15.1943;LFF;BLA;Priority
840;12;15.3796;LFF;BLA;Priority
840;11;15.3796;LFF;BLA;Priority
840;10;15.3796;LFF;BLA;Priority
840;9;15.3796;LFF;BLA;Priority
840;8;15.3796;LFF;BLA;Priority
840;7;15.3796;LFF;BLA;Priority
840;6;15.3796;LFF;BLA;Priority
850;12;15.5648;LFF;BLA;Priority
850;11;15.5648;LFF;BLA;Priority
850;10;15.5648;LFF;BLA;Priority
850;9;15.5648;LFF;BLA;Priority
850;8;15.5648;LFF;BLA;Priority
850;7;15.5648;LFF;BLA;Priority
850;6;15.5648;LFF;BLA;Priority
860;12;15.7501;LFF;BLA;Priority
860;11;15.7501;LFF;BLA;Priority
860;10;15.7501;LFF;BLA;Priority
860;9;15.7501;LFF;BLA;Priority
860;8;15.7501;LFF;BLA;Priority
860;7;15.7501;LFF;BLA;Priority
860;6;15.7501;LFF;BLA;Priority
870;12;15.9354;LFF;BLA;Priority
870;11;15.9354;LFF;BLA;Priority
870;10;15.9354;LFF;BLA;Priority
870;9;15.9354;LFF;BLA;Priority
870;8;15.9354;LFF;BLA;Priority
870;7;15.9354;LFF;BLA;Priority
870;6;15.9354;LFF;BLA;Priority
880;12;16.1207;LFF;BLA;Priority
880;11;16.1207;LFF;BLA;Priority
880;10;16.1207;LFF;BLA;Priority
880;9;16.1207;LFF;BLA;Priority
880;8;16.1207;LFF;BLA;Priority
880;7;16.1207;LFF;BLA;Priority
880;6;16.1207;LFF;BLA;Priority
890;12;16.3059;LFF;BLA;Priority
890;11;16.3059;LFF;BLA;Priority
890;10;16.3059;LFF;BLA;Priority
890;9;16.3059;LFF;BLA;Priority
890;8;16.3059;LFF;BLA;Priority
890;7;16.3059;LFF;BLA;Priority
890;6;16.3059;LFF;BLA;Priority
900;12;16.4912;LFF;BLA;Priority
900;11;16.4912;LFF;BLA;Priority
900;10;16.4912;LFF;BLA;Priority
900;9;16.4912;LFF;BLA;Priority
900;8;16.4912;LFF;BLA;Priority
900;7;16.4912;LFF;BLA;Priority
900;6;16.4912;LFF;BLA;Priority
910;12;16.6765;LFF;BLA;Priority
910;11;16.6765;LFF;BLA;Priority
910;10;16.6765;LFF;BLA;Priority
910;9;16.6765;LFF;BLA;Priority
910;8;16.6765;LFF;BLA;Priority
910;7;16.6765;LFF;BLA;Priority
910;6;16.6765;LFF;BLA;Priority
920;12;16.8618;LFF;BLA;Priority
920;11;16.8618;LFF;BLA;Priority
920;10;16.8618;LFF;BLA;Priority
920;9;16.8618;LFF;BLA;Priority
920;8;16.8618;LFF;BLA;Priority
920;7;16.8618;LFF;BLA;Priority
920;6;16.8618;LFF;BLA;Priority
930;12;17.0471;LFF;BLA;Priority
930;11;17.0471;LFF;BLA;Priority
930;10;17.0471;LFF;BLA;Priority
930;9;17.0471;LFF;BLA;Priority
930;8;17.0471;LFF;BLA;Priority
930;7;17.0471;LFF;BLA;Priority
930;6;17.0471;LFF;BLA;Priority
940;12;17.2323;LFF;BLA;Priority
940;11;17.2323;LFF;BLA;Priority
940;10;17.2323;LFF;BLA;Priority
940;9;17.2323;LFF;BLA;Priority
940;8;17.2323;LFF;BLA;Priority
940;7;17.2323;LFF;BLA;Priority
940;6;17.2323;LFF;BLA;Priority
950;12;17.4176;LFF;BLA;Priority
950;11;17.4176;LFF;BLA;Priority
950;10;17.4176;LFF;BLA;Priority
950;9;17.4176;LFF;BLA;Priority
