# units: time(s); nodeId; cpu_w; ram_w; bw_w; total_w
250.24;6;0.00;0.00;0.00;0.0000
250.24;5;0.00;0.00;0.00;0.0000
250.24;4;0.00;0.00;0.00;0.0000
250.24;3;0.00;0.00;0.00;0.0000
250.24;2;0.00;0.00;0.00;0.0000
250.24;1;0.00;0.00;0.00;0.0000
250.24;0;0.00;0.00;0.00;0.0000
260.00;11;34.38;87.50;0.00;0.0725
260.00;10;10.16;34.38;0.00;0.0705
260.24;11;34.38;87.50;76.00;0.3362
260.24;10;10.16;34.38;32.00;0.3343
260.24;9;0.00;0.00;0.00;0.0000
260.24;8;0.00;0.00;0.00;0.0000
260.24;7;0.00;0.00;0.00;0.0000
260.24;6;0.00;0.00;0.00;0.0000
260.24;5;0.00;0.00;0.00;0.0000
260.24;4;0.00;0.00;0.00;0.0000
260.24;3;0.00;0.00;0.00;0.0000
260.24;2;0.00;0.00;0.00;0.0000
260.24;1;0.00;0.00;0.00;0.0000
260.24;0;0.00;0.00;0.00;0.0000
270.00;11;34.38;87.50;0.00;0.0725
270.00;10;10.16;34.38;0.00;0.0705
270.24;11;34.38;87.50;76.00;0.3362
270.24;10;10.16;34.38;32.00;0.3343
270.24;9;0.00;0.00;0.00;0.0000
270.24;8;0.00;0.00;0.00;0.0000
270.24;7;0.00;0.00;0.00;0.0000
270.24;6;0.00;0.00;0.00;0.0000
270.24;5;0.00;0.00;0.00;0.0000
270.24;4;0.00;0.00;0.00;0.0000
270.24;3;0.00;0.00;0.00;0.0000
270.24;2;0.00;0.00;0.00;0.0000
270.24;1;0.00;0.00;0.00;0.0000
270.24;0;0.00;0.00;0.00;0.0000
280.00;11;34.38;87.50;0.00;0.0725
280.00;10;10.16;34.38;0.00;0.0705
280.24;11;34.38;87.50;76.00;0.3362
280.24;10;10.16;34.38;32.00;0.3343
280.24;9;0.00;0.00;0.00;0.0000
280.24;8;0.00;0.00;0.00;0.0000
280.24;7;0.00;0.00;0.00;0.0000
280.24;6;0.00;0.00;0.00;0.0000
280.24;5;0.00;0.00;0.00;0.0000
280.24;4;0.00;0.00;0.00;0.0000
280.24;3;0.00;0.00;0.00;0.0000
280.24;2;0.00;0.00;0.00;0.0000
280.24;1;0.00;0.00;0.00;0.0000
280.24;0;0.00;0.00;0.00;0.0000
290.00;11;34.38;87.50;0.00;0.0725
290.00;10;10.16;34.38;0.00;0.0705
290.24;11;34.38;87.50;76.00;0.3362
290.24;10;10.16;34.38;32.00;0.3343
290.24;9;0.00;0.00;0.00;0.0000
290.24;8;0.00;0.00;0.00;0.0000
290.24;7;0.00;0.00;0.00;0.0000
290.24;6;0.00;0.00;0.00;0.0000
290.24;5;0.00;0.00;0.00;0.0000
290.24;4;0.00;0.00;0.00;0.0000
290.24;3;0.00;0.00;0.00;0.0000
290.24;2;0.00;0.00;0.00;0.0000
290.24;1;0.00;0.00;0.00;0.0000
290.24;0;0.00;0.00;0.00;0.0000
300.00;11;34.38;87.50;0.00;0.0725
300.00;10;10.16;34.38;0.00;0.0705
300.24;11;34.38;87.50;76.00;0.3362
300.24;10;10.16;34.38;32.00;0.3343
300.24;9;0.00;0.00;0.00;0.0000
300.24;8;0.00;0.00;0.00;0.0000
300.24;7;0.00;0.00;0.00;0.0000
300.24;6;0.00;0.00;0.00;0.0000
300.24;5;0.00;0.00;0.00;0.0000
300.24;4;0.00;0.00;0.00;0.0000
300.24;3;0.00;0.00;0.00;0.0000
300.24;2;0.00;0.00;0.00;0.0000
300.24;1;0.00;0.00;0.00;0.0000
300.24;0;0.00;0.00;0.00;0.0000
310.00;11;34.38;87.50;0.00;0.0725
310.00;10;10.16;34.38;0.00;0.0705
310.24;11;34.38;87.50;76.00;0.3362
310.24;10;10.16;34.38;32.00;0.3343
310.24;9;0.00;0.00;0.00;0.0000
310.24;8;0.00;0.00;0.00;0.0000
310.24;7;0.00;0.00;0.00;0.0000
310.24;6;0.00;0.00;0.00;0.0000
310.24;5;0.00;0.00;0.00;0.0000
310.24;4;0.00;0.00;0.00;0.0000
310.24;3;0.00;0.00;0.00;0.0000
310.24;2;0.00;0.00;0.00;0.0000
310.24;1;0.00;0.00;0.00;0.0000
310.24;0;0.00;0.00;0.00;0.0000
320.00;11;34.38;87.50;0.00;0.0725
320.00;10;10.16;34.38;0.00;0.0705
320.24;11;34.38;87.50;76.00;0.3362
320.24;10;10.16;34.38;32.00;0.3343
320.24;9;0.00;0.00;0.00;0.0000
320.24;8;0.00;0.00;0.00;0.0000
320.24;7;0.00;0.00;0.00;0.0000
320.24;6;0.00;0.00;0.00;0.0000
320.24;5;0.00;0.00;0.00;0.0000
320.24;4;0.00;0.00;0.00;0.0000
320.24;3;0.00;0.00;0.00;0.0000
320.24;2;0.00;0.00;0.00;0.0000
320.24;1;0.00;0.00;0.00;0.0000
320.24;0;0.00;0.00;0.00;0.0000
330.00;11;34.38;87.50;0.00;0.0725
330.00;10;10.16;34.38;0.00;0.0705
330.24;11;34.38;87.50;76.00;0.3362
330.24;10;10.16;34.38;32.00;0.3343
330.24;9;0.00;0.00;0.00;0.0000
330.24;8;0.00;0.00;0.00;0.0000
330.24;7;0.00;0.00;0.00;0.0000
330.24;6;0.00;0.00;0.00;0.0000
330.24;5;0.00;0.00;0.00;0.0000
330.24;4;0.00;0.00;0.00;0.0000
330.24;3;0.00;0.00;0.00;0.0000
330.24;2;0.00;0.00;0.00;0.0000
330.24;1;0.00;0.00;0.00;0.0000
330.24;0;0.00;0.00;0.00;0.0000
340.00;11;34.38;87.50;0.00;0.0725
340.00;10;10.16;34.38;0.00;0.0705
340.24;11;34.38;87.50;76.00;0.3362
340.24;10;10.16;34.38;32.00;0.3343
340.24;9;0.00;0.00;0.00;0.0000
340.24;8;0.00;0.00;0.00;0.0000
340.24;7;0.00;0.00;0.00;0.0000
340.24;6;0.00;0.00;0.00;0.0000
340.24;5;0.00;0.00;0.00;0.0000
340.24;4;0.00;0.00;0.00;0.0000
340.24;3;0.00;0.00;0.00;0.0000
340.24;2;0.00;0.00;0.00;0.0000
340.24;1;0.00;0.00;0.00;0.0000
340.24;0;0.00;0.00;0.00;0.0000
