0;1;2;vm_policy;link_policy;wf_policy
500;6;0.0696;LFF;BLA;Priority
500;5;0.0699;LFF;BLA;Priority
500;4;0.0695;LFF;BLA;Priority
500;3;0.0696;LFF;BLA;Priority
500;2;0.0696;LFF;BLA;Priority
500;1;0.0697;LFF;BLA;Priority
500;0;0.0696;LFF;BLA;Priority
510;11;0.0696;LFF;BLA;Priority
510;10;0.0696;LFF;BLA;Priority
510;9;0.0696;LFF;BLA;Priority
510;8;0.0699;LFF;BLA;Priority
510;7;0.0696;LFF;BLA;Priority
510;6;0.0696;LFF;BLA;Priority
510;5;0.0699;LFF;BLA;Priority
510;4;0.0695;LFF;BLA;Priority
510;3;0.0696;LFF;BLA;Priority
510;2;0.0696;LFF;BLA;Priority
510;1;0.0697;LFF;BLA;Priority
510;0;0.0696;LFF;BLA;Priority
520;11;0.0696;LFF;BLA;Priority
520;10;0.0696;LFF;BLA;Priority
520;9;0.0696;LFF;BLA;Priority
520;8;0.0699;LFF;BLA;Priority
520;7;0.0696;LFF;BLA;Priority
520;6;0.0696;LFF;BLA;Priority
520;5;0.0699;LFF;BLA;Priority
520;4;0.0695;LFF;BLA;Priority
520;3;0.0696;LFF;BLA;Priority
520;2;0.0696;LFF;BLA;Priority
520;1;0.0697;LFF;BLA;Priority
520;0;0.0696;LFF;BLA;Priority
530;11;0.0696;LFF;BLA;Priority
530;10;0.0696;LFF;BLA;Priority
530;9;0.0696;LFF;BLA;Priority
530;8;0.0699;LFF;BLA;Priority
530;7;0.0696;LFF;BLA;Priority
530;6;0.0696;LFF;BLA;Priority
530;5;0.0699;LFF;BLA;Priority
530;4;0.0695;LFF;BLA;Priority
530;3;0.0696;LFF;BLA;Priority
530;2;0.0696;LFF;BLA;Priority
530;1;0.0697;LFF;BLA;Priority
530;0;0.0696;LFF;BLA;Priority
540;11;0.0696;LFF;BLA;Priority
540;10;0.0696;LFF;BLA;Priority
540;9;0.0696;LFF;BLA;Priority
540;8;0.0699;LFF;BLA;Priority
540;7;0.0696;LFF;BLA;Priority
540;6;0.0696;LFF;BLA;Priority
540;5;0.0699;LFF;BLA;Priority
540;4;0.0695;LFF;BLA;Priority
540;3;0.0696;LFF;BLA;Priority
540;2;0.0696;LFF;BLA;Priority
540;1;0.0697;LFF;BLA;Priority
540;0;0.0696;LFF;BLA;Priority
550;11;0.0696;LFF;BLA;Priority
550;10;0.0696;LFF;BLA;Priority
550;9;0.0696;LFF;BLA;Priority
550;8;0.0699;LFF;BLA;Priority
550;7;0.0696;LFF;BLA;Priority
550;6;0.0696;LFF;BLA;Priority
550;5;0.0699;LFF;BLA;Priority
550;4;0.0695;LFF;BLA;Priority
550;3;0.0696;LFF;BLA;Priority
550;2;0.0696;LFF;BLA;Priority
550;1;0.0697;LFF;BLA;Priority
550;0;0.0696;LFF;BLA;Priority
560;11;0.0696;LFF;BLA;Priority
560;10;0.0696;LFF;BLA;Priority
