pkt_id;src;dest;psize;delay_ms;proc_delay_ms;prop_delay_ms;trans_delay_ms;queue_delay_ms;vm_policy;link_policy;wf_policy
34;app1;app1;50000000;2003300.0;1000000.0;0.0;0.0;1003299.9;LFF;BLA;Priority
28;app0;web1;10000000;2008160.2001;1000000.0;0.1;80.0;1008079.9;LFF;BLA;Priority
70;app1;app1;100000000;2005699.9999;1000000.0;0.0;0.0;1005699.8999;LFF;BLA;Priority
91;app0;web1;100000000;2011200.2001;1000000.0;0.1;800.0;1010399.9;LFF;BLA;Priority
19;cache0;web0;5000000;3004321.0122;1000000.0;0.3374;40.0;2004280.0148;LFF;BLA;Priority
23;app0;db0;50000000;3002501.0729;1000000.0;0.3576;400.0;2002100.0152;LFF;BLA;Priority
31;cache1;app0;5000000;3005821.0121;1000000.0;0.3374;40.0;2005780.2447;LFF;BLA;Priority
42;cache1;app0;100000000;3009101.0121;1000000.0;0.3374;800.0;2008300.2447;LFF;BLA;Priority
52;app1;web0;100000000;3011701.0121;1000000.0;0.3374;800.0;2010900.0147;LFF;BLA;Priority
81;web0;app0;75000000;3006900.0;1000000.0;0.0;0.0;2006899.67;LFF;BLA;Priority
80;cache1;app0;100000000;3010201.0121;1000000.0;0.3374;800.0;2009400.2448;LFF;BLA;Priority
15;web0;app0;5000000;12089.9999;4000.0;0.0;0.0;8089.9999;LFF;BLA;PSO
77;db0;web0;5000000;14701.0729;2000.0;0.3576;40.0;12660.0152;LFF;BLA;PSO
72;db0;web0;10000000;14901.0729;2000.0;0.3576;80.0;12820.0152;LFF;BLA;PSO
7;db0;app0;75000000;16021.0728;2000.0;0.3576;600.0;13420.1452;LFF;BLA;PSO
44;db0;web0;75000000;16771.0729;2000.0;0.3576;600.0;14170.0153;LFF;BLA;PSO
74;web1;web0;20000000;17090.2001;4000.0;0.1;160.0;12929.9;LFF;BLA;PSO
17;web0;app0;20000000;18389.9999;10000.0;0.0;0.0;8389.9999;LFF;BLA;PSO
4;app1;db1;5000000;20690.6638;4000.0;0.2213;40.0;16650.0025;LFF;BLA;PSO
96;app1;db1;5000000;20650.6638;4000.0;0.2213;40.0;16610.0025;LFF;BLA;PSO
26;app1;web1;5000000;20351.0121;4000.0;0.3374;40.0;16310.0147;LFF;BLA;PSO
20;cache0;web0;5000000;20411.0121;4000.0;0.3374;40.0;16370.0147;LFF;BLA;PSO
69;cache0;web0;20000000;20951.0121;4000.0;0.3374;160.0;16790.0147;LFF;BLA;PSO
9;cache1;app0;50000000;21761.0121;4000.0;0.3374;400.0;17360.2447;LFF;BLA;PSO
3;app0;db0;50000000;21251.0728;4000.0;0.3576;400.0;16850.0152;LFF;BLA;PSO
27;cache1;app0;75000000;22071.0121;4000.0;0.3374;600.0;17470.2447;LFF;BLA;PSO
24;app0;app1;100000000;23151.0121;4000.0;0.3374;800.0;18350.0148;LFF;BLA;PSO
0;db1;app0;5000000;23981.0729;5000.0;0.3576;40.0;18940.1453;LFF;BLA;PSO
6;db1;app0;50000000;24891.0729;5000.0;0.3576;400.0;19490.1452;LFF;BLA;PSO
45;db0;web0;75000000;25581.0729;5000.0;0.3576;600.0;19980.0152;LFF;BLA;PSO
59;web0;app0;50000000;28419.9999;20000.0;0.0;0.0;8419.9999;LFF;BLA;PSO
65;app0;web0;75000000;28990.0;20000.0;0.0;0.0;8990.0;LFF;BLA;PSO
35;web1;web0;5000000;28400.2;10000.0;0.1;40.0;18359.9;LFF;BLA;PSO
30;web1;app0;5000000;38880.3001;10000.0;0.1;40.0;28839.7701;LFF;BLA;PSO
21;cache1;app0;5000000;38221.0121;10000.0;0.3374;40.0;28180.2447;LFF;BLA;PSO
88;cache0;web0;5000000;38791.0121;10000.0;0.3374;40.0;28750.0147;LFF;BLA;PSO
47;app0;db1;10000000;38721.0728;10000.0;0.3576;80.0;28640.0152;LFF;BLA;PSO
40;db1;app0;10000000;38251.0728;10000.0;0.3576;80.0;28170.1452;LFF;BLA;PSO
67;app1;db0;20000000;38940.6638;10000.0;0.2213;160.0;28780.0025;LFF;BLA;PSO
8;cache0;web0;20000000;39091.0121;10000.0;0.3374;160.0;28930.0147;LFF;BLA;PSO
56;db0;web0;20000000;39311.0729;10000.0;0.3576;160.0;29150.0152;LFF;BLA;PSO
18;db0;web0;20000000;38761.0728;10000.0;0.3576;160.0;28600.0152;LFF;BLA;PSO
76;app1;db1;50000000;39700.6638;10000.0;0.2213;400.0;29300.0025;LFF;BLA;PSO
10;app0;db0;50000000;39241.0728;10000.0;0.3576;400.0;28839.6652;LFF;BLA;PSO
87;db0;app0;50000000;39391.0728;10000.0;0.3576;400.0;28990.1452;LFF;BLA;PSO
57;db1;web0;50000000;40181.0729;10000.0;0.3576;400.0;29780.0153;LFF;BLA;PSO
64;app1;web1;75000000;40641.0122;10000.0;0.3374;600.0;30039.9148;LFF;BLA;PSO
98;db1;web0;75000000;40231.0728;10000.0;0.3576;600.0;29630.0152;LFF;BLA;PSO
37;app1;web1;100000000;40711.0121;10000.0;0.3374;800.0;29910.0147;LFF;BLA;PSO
94;app0;db0;100000000;41041.0729;10000.0;0.3576;800.0;30240.0152;LFF;BLA;PSO
79;db1;app0;100000000;41321.0729;10000.0;0.3576;800.0;30520.1453;LFF;BLA;PSO
49;db1;app0;100000000;41141.0729;10000.0;0.3576;800.0;30340.1452;LFF;BLA;PSO
54;db1;app0;100000000;41131.0729;10000.0;0.3576;800.0;30330.1452;LFF;BLA;PSO
68;web0;app0;100000000;48399.9999;40000.0;0.0;0.0;8399.9999;LFF;BLA;PSO
48;app0;web1;20000000;49320.2001;20000.0;0.1;160.0;29159.9;LFF;BLA;PSO
58;web1;web0;100000000;50120.2;20000.0;0.1;800.0;29319.9;LFF;BLA;PSO
12;app0;db1;5000000;69021.0729;20000.0;0.3576;40.0;48980.0153;LFF;BLA;PSO
41;db1;web0;5000000;68941.0729;20000.0;0.3576;40.0;48900.0152;LFF;BLA;PSO
11;db0;web0;5000000;68531.0728;20000.0;0.3576;40.0;48490.0152;LFF;BLA;PSO
99;app0;app1;10000000;68951.0121;20000.0;0.3374;80.0;48870.0147;LFF;BLA;PSO
83;app1;web0;10000000;68941.0121;20000.0;0.3374;80.0;48860.0147;LFF;BLA;PSO
62;db1;web0;20000000;69291.0729;20000.0;0.3576;160.0;49130.0152;LFF;BLA;PSO
97;db0;web0;20000000;68821.0728;20000.0;0.3576;160.0;48660.0152;LFF;BLA;PSO
95;app1;app1;75000000;88179.9999;40000.0;0.0;0.0;48179.8999;LFF;BLA;PSO
25;web0;app0;10000000;108449.9999;100000.0;0.0;0.0;8449.9999;LFF;BLA;PSO
51;app1;web1;5000000;129061.0122;40000.0;0.3374;40.0;89020.0148;LFF;BLA;PSO
13;cache0;web0;5000000;129011.0122;40000.0;0.3374;40.0;88970.0148;LFF;BLA;PSO
36;app1;db0;50000000;130050.6638;40000.0;0.2213;400.0;89650.0025;LFF;BLA;PSO
14;app1;db0;50000000;129830.6638;40000.0;0.2213;400.0;89430.0025;LFF;BLA;PSO
33;app1;db1;100000000;131310.6638;40000.0;0.2213;800.0;90510.0025;LFF;BLA;PSO
85;app0;app1;100000000;131361.0122;40000.0;0.3374;800.0;90560.0148;LFF;BLA;PSO
16;app1;web0;100000000;130781.0121;40000.0;0.3374;800.0;89980.0147;LFF;BLA;PSO
78;db0;web0;75000000;160311.0729;50000.0;0.3576;600.0;109710.0152;LFF;BLA;PSO
73;db1;web0;100000000;161331.0729;50000.0;0.3576;800.0;110530.0153;LFF;BLA;PSO
55;web0;app0;20000000;208249.9999;200000.0;0.0;0.0;8249.9999;LFF;BLA;PSO
90;app1;app1;50000000;208880.0;100000.0;0.0;0.0;108879.9;LFF;BLA;PSO
66;app1;app1;100000000;208620.0;100000.0;0.0;0.0;108619.9;LFF;BLA;PSO
86;web1;web0;100000000;210090.2;100000.0;0.1;800.0;109289.9;LFF;BLA;PSO
43;app1;web1;5000000;308841.0121;100000.0;0.3374;40.0;208800.0147;LFF;BLA;PSO
5;db0;web0;5000000;308491.0728;100000.0;0.3576;40.0;208450.0152;LFF;BLA;PSO
2;app0;db1;10000000;308451.0728;100000.0;0.3576;80.0;208369.6652;LFF;BLA;PSO
32;db0;app0;50000000;310151.0729;100000.0;0.3576;400.0;209750.1453;LFF;BLA;PSO
63;db0;app0;50000000;309441.0728;100000.0;0.3576;400.0;209040.1452;LFF;BLA;PSO
29;db0;web0;50000000;309741.0729;100000.0;0.3576;400.0;209340.0152;LFF;BLA;PSO
1;app0;db0;75000000;309961.0728;100000.0;0.3576;600.0;209360.0152;LFF;BLA;PSO
50;web1;app0;100000000;310510.3001;100000.0;0.1;800.0;209709.77;LFF;BLA;PSO
89;db0;app0;100000000;310481.0728;100000.0;0.3576;800.0;209680.1452;LFF;BLA;PSO
93;app0;web0;20000000;408059.9999;400000.0;0.0;0.0;8059.9999;LFF;BLA;PSO
61;web1;app0;50000000;609990.3001;200000.0;0.1;400.0;409589.7701;LFF;BLA;PSO
71;app1;web0;100000000;611271.0122;200000.0;0.3374;800.0;410470.0148;LFF;BLA;PSO
38;db1;web0;100000000;611201.0729;200000.0;0.3576;800.0;410400.0152;LFF;BLA;PSO
22;db0;web0;100000000;610471.0728;200000.0;0.3576;800.0;409670.0152;LFF;BLA;PSO
75;web0;app0;10000000;1008680.0;1000000.0;0.0;0.0;8680.0;LFF;BLA;PSO
92;app0;db1;20000000;1208611.0728;400000.0;0.3576;160.0;808450.0152;LFF;BLA;PSO
39;app0;app1;50000000;1209551.0121;400000.0;0.3374;400.0;809150.0147;LFF;BLA;PSO
82;cache0;web0;100000000;1211051.0121;400000.0;0.3374;800.0;810250.0147;LFF;BLA;PSO
53;db0;app0;5000000;1508291.0728;500000.0;0.3576;40.0;1008250.1452;LFF;BLA;PSO
60;db1;web0;5000000;1508261.0728;500000.0;0.3576;40.0;1008220.0152;LFF;BLA;PSO
46;db0;app0;10000000;1508271.0728;500000.0;0.3576;80.0;1008190.1452;LFF;BLA;PSO
84;db0;app0;100000000;1510421.0728;500000.0;0.3576;800.0;1009620.1452;LFF;BLA;PSO
70;app1;app1;100000000;2008299.9999;1000000.0;0.0;0.0;1008299.8999;LFF;BLA;PSO
34;app1;app1;50000000;2008259.9999;1000000.0;0.0;0.0;1008259.5699;LFF;BLA;PSO
28;app0;web1;10000000;2008600.2;1000000.0;0.1;80.0;1008519.9;LFF;BLA;PSO
91;app0;web1;100000000;2010150.2001;1000000.0;0.1;800.0;1009349.9;LFF;BLA;PSO
81;web0;app0;75000000;3008600.0;1000000.0;0.0;0.0;2008599.34;LFF;BLA;PSO
31;cache1;app0;5000000;3008451.0121;1000000.0;0.3374;40.0;2008410.2447;LFF;BLA;PSO
19;cache0;web0;5000000;3008241.0121;1000000.0;0.3374;40.0;2008200.0147;LFF;BLA;PSO
23;app0;db0;50000000;3009351.0728;1000000.0;0.3576;400.0;2008950.0152;LFF;BLA;PSO
42;cache1;app0;100000000;3010991.0121;1000000.0;0.3374;800.0;2010190.2447;LFF;BLA;PSO
80;cache1;app0;100000000;3010761.0121;1000000.0;0.3374;800.0;2009960.2447;LFF;BLA;PSO
52;app1;web0;100000000;3010601.0121;1000000.0;0.3374;800.0;2009800.0147;LFF;BLA;PSO
7;db0;app0;75000000;11301.0729;2000.0;0.3576;600.0;8700.1453;LFF;BLA;SJF
4;app1;db1;5000000;18220.6638;4000.0;0.2213;40.0;14180.0025;LFF;BLA;SJF
9;cache1;app0;50000000;15301.0122;4000.0;0.3374;400.0;10900.2448;LFF;BLA;SJF
3;app0;db0;50000000;20001.0729;4000.0;0.3576;400.0;15600.0153;LFF;BLA;SJF
15;web0;app0;5000000;11300.0;4000.0;0.0;0.0;7300.0;LFF;BLA;SJF
0;db1;app0;5000000;24121.0729;5000.0;0.3576;40.0;19080.1453;LFF;BLA;SJF
6;db1;app0;50000000;20401.0729;5000.0;0.3576;400.0;15000.1453;LFF;BLA;SJF
17;web0;app0;20000000;15900.0;10000.0;0.0;0.0;5900.0;LFF;BLA;SJF
20;cache0;web0;5000000;15721.0122;4000.0;0.3374;40.0;11680.0148;LFF;BLA;SJF
24;app0;app1;100000000;15101.0122;4000.0;0.3374;800.0;10300.0148;LFF;BLA;SJF
8;cache0;web0;20000000;33081.0121;10000.0;0.3374;160.0;22920.0148;LFF;BLA;SJF
10;app0;db0;50000000;32401.0729;10000.0;0.3576;400.0;22000.0152;LFF;BLA;SJF
26;app1;web1;5000000;21721.0122;4000.0;0.3374;40.0;17680.0148;LFF;BLA;SJF
27;cache1;app0;75000000;22701.0122;4000.0;0.3374;600.0;18100.2448;LFF;BLA;SJF
44;db0;web0;75000000;12701.0729;2000.0;0.3576;600.0;10100.0153;LFF;BLA;SJF
35;web1;web0;5000000;22780.2001;10000.0;0.1;40.0;12739.9;LFF;BLA;SJF
21;cache1;app0;5000000;33021.0121;10000.0;0.3374;40.0;22980.2448;LFF;BLA;SJF
18;db0;web0;20000000;35481.0729;10000.0;0.3576;160.0;25320.0152;LFF;BLA;SJF
45;db0;web0;75000000;21001.0729;5000.0;0.3576;600.0;15400.0152;LFF;BLA;SJF
30;web1;app0;5000000;36820.3001;10000.0;0.1;40.0;26779.7701;LFF;BLA;SJF
37;app1;web1;100000000;33301.0121;10000.0;0.3374;800.0;22500.0148;LFF;BLA;SJF
77;db0;web0;5000000;6321.0729;2000.0;0.3576;40.0;4280.0153;LFF;BLA;SJF
72;db0;web0;10000000;10441.0729;2000.0;0.3576;80.0;8360.0153;LFF;BLA;SJF
74;web1;web0;20000000;10920.2001;4000.0;0.1;160.0;6759.9;LFF;BLA;SJF
59;web0;app0;50000000;24100.0;20000.0;0.0;0.0;4100.0;LFF;BLA;SJF
11;db0;web0;5000000;60521.0729;20000.0;0.3576;40.0;40480.0152;LFF;BLA;SJF
47;app0;db1;10000000;33041.0729;10000.0;0.3576;80.0;22960.0152;LFF;BLA;SJF
40;db1;app0;10000000;38741.0729;10000.0;0.3576;80.0;28660.1452;LFF;BLA;SJF
49;db1;app0;100000000;33701.0729;10000.0;0.3576;800.0;22900.1452;LFF;BLA;SJF
69;cache0;web0;20000000;19081.0122;4000.0;0.3374;160.0;14920.0148;LFF;BLA;SJF
65;app0;web0;75000000;29500.0;20000.0;0.0;0.0;9500.0;LFF;BLA;SJF
12;app0;db1;5000000;69721.0729;20000.0;0.3576;40.0;49680.0152;LFF;BLA;SJF
48;app0;web1;20000000;42520.2001;20000.0;0.1;160.0;22359.9;LFF;BLA;SJF
56;db0;web0;20000000;36581.0729;10000.0;0.3576;160.0;26420.0152;LFF;BLA;SJF
57;db1;web0;50000000;36501.0729;10000.0;0.3576;400.0;26100.0152;LFF;BLA;SJF
64;app1;web1;75000000;32001.0121;10000.0;0.3374;600.0;21400.0148;LFF;BLA;SJF
54;db1;app0;100000000;40201.0729;10000.0;0.3576;800.0;29400.1452;LFF;BLA;SJF
67;app1;db0;20000000;38580.6638;10000.0;0.2213;160.0;28420.0025;LFF;BLA;SJF
76;app1;db1;50000000;32000.6638;10000.0;0.2213;400.0;21600.0025;LFF;BLA;SJF
58;web1;web0;100000000;46300.2001;20000.0;0.1;800.0;25499.9;LFF;BLA;SJF
96;app1;db1;5000000;18120.6638;4000.0;0.2213;40.0;14080.0025;LFF;BLA;SJF
68;web0;app0;100000000;47399.9999;40000.0;0.0;0.0;7399.9999;LFF;BLA;SJF
88;cache0;web0;5000000;32021.0121;10000.0;0.3374;40.0;21980.0147;LFF;BLA;SJF
41;db1;web0;5000000;67721.0728;20000.0;0.3576;40.0;47680.0152;LFF;BLA;SJF
87;db0;app0;50000000;33701.0729;10000.0;0.3576;400.0;23300.1452;LFF;BLA;SJF
79;db1;app0;100000000;41101.0729;10000.0;0.3576;800.0;30300.1452;LFF;BLA;SJF
62;db1;web0;20000000;62481.0728;20000.0;0.3576;160.0;42320.0152;LFF;BLA;SJF
98;db1;web0;75000000;36501.0729;10000.0;0.3576;600.0;25900.0152;LFF;BLA;SJF
94;app0;db0;100000000;39801.0729;10000.0;0.3576;800.0;29000.0152;LFF;BLA;SJF
25;web0;app0;10000000;100099.9999;100000.0;0.0;0.0;99.9999;LFF;BLA;SJF
83;app1;web0;10000000;65841.0121;20000.0;0.3374;80.0;45760.0147;LFF;BLA;SJF
13;cache0;web0;5000000;129221.0121;40000.0;0.3374;40.0;89180.0147;LFF;BLA;SJF
99;app0;app1;10000000;63941.0121;20000.0;0.3374;80.0;43860.0147;LFF;BLA;SJF
97;db0;web0;20000000;65781.0728;20000.0;0.3576;160.0;45620.0152;LFF;BLA;SJF
14;app1;db0;50000000;129400.6638;40000.0;0.2213;400.0;89000.0025;LFF;BLA;SJF
16;app1;web0;100000000;129101.0121;40000.0;0.3374;800.0;88300.0147;LFF;BLA;SJF
36;app1;db0;50000000;123100.6638;40000.0;0.2213;400.0;82700.0025;LFF;BLA;SJF
33;app1;db1;100000000;126700.6638;40000.0;0.2213;800.0;85900.0025;LFF;BLA;SJF
95;app1;app1;75000000;86599.9999;40000.0;0.0;0.0;46599.8999;LFF;BLA;SJF
51;app1;web1;5000000;130121.0121;40000.0;0.3374;40.0;90080.0147;LFF;BLA;SJF
85;app0;app1;100000000;126401.0121;40000.0;0.3374;800.0;85600.0147;LFF;BLA;SJF
73;db1;web0;100000000;155701.0728;50000.0;0.3576;800.0;104900.0152;LFF;BLA;SJF
78;db0;web0;75000000;161401.0728;50000.0;0.3576;600.0;110800.0152;LFF;BLA;SJF
55;web0;app0;20000000;206899.9999;200000.0;0.0;0.0;6899.9999;LFF;BLA;SJF
66;app1;app1;100000000;208599.9999;100000.0;0.0;0.0;108599.8999;LFF;BLA;SJF
90;app1;app1;50000000;200199.9999;100000.0;0.0;0.0;100199.8999;LFF;BLA;SJF
86;web1;web0;100000000;204600.2;100000.0;0.1;800.0;103799.9;LFF;BLA;SJF
5;db0;web0;5000000;305221.0728;100000.0;0.3576;40.0;205180.0152;LFF;BLA;SJF
2;app0;db1;10000000;307741.0728;100000.0;0.3576;80.0;207660.0152;LFF;BLA;SJF
1;app0;db0;75000000;310201.0728;100000.0;0.3576;600.0;209600.0152;LFF;BLA;SJF
32;db0;app0;50000000;306301.0728;100000.0;0.3576;400.0;205900.1452;LFF;BLA;SJF
29;db0;web0;50000000;308501.0728;100000.0;0.3576;400.0;208100.0152;LFF;BLA;SJF
43;app1;web1;5000000;305821.0121;100000.0;0.3374;40.0;205780.0147;LFF;BLA;SJF
50;web1;app0;100000000;303100.3001;100000.0;0.1;800.0;202299.77;LFF;BLA;SJF
63;db0;app0;50000000;302301.0728;100000.0;0.3576;400.0;201900.1452;LFF;BLA;SJF
89;db0;app0;100000000;303601.0728;100000.0;0.3576;800.0;202800.1452;LFF;BLA;SJF
93;app0;web0;20000000;408399.9999;400000.0;0.0;0.0;8399.9999;LFF;BLA;SJF
