# units: time(s); hostId; vmIds
2900;3;6|1|18
2900;2;0
2900;1;13
2900;0;14|17
2910;11;9
2910;10;8|3
2910;9;15|19|4
2910;8;10
2910;7;2|7
2910;6;11|5
2910;5;12
2910;4;16
2910;3;6|1|18
2910;2;0
2910;1;13
2910;0;14|17
2920;11;9
2920;10;8|3
2920;9;15|19|4
2920;8;10
2920;7;2|7
2920;6;11|5
2920;5;12
2920;4;16
2920;3;6|1|18
2920;2;0
2920;1;13
2920;0;14|17
2930;11;9
2930;10;8|3
2930;9;15|19|4
2930;8;10
2930;7;2|7
2930;6;11|5
2930;5;12
2930;4;16
2930;3;6|1|18
2930;2;0
2930;1;13
2930;0;14|17
2940;11;9
2940;10;8|3
2940;9;15|19|4
2940;8;10
2940;7;2|7
2940;6;11|5
2940;5;12
2940;4;16
2940;3;6|1|18
2940;2;0
2940;1;13
2940;0;14|17
2950;11;9
2950;10;8|3
2950;9;15|19|4
2950;8;10
2950;7;2|7
2950;6;11|5
2950;5;12
2950;4;16
2950;3;6|1|18
2950;2;0
2950;1;13
2950;0;14|17
2960;11;9
2960;10;8|3
2960;9;15|19|4
2960;8;10
2960;7;2|7
2960;6;11|5
2960;5;12
2960;4;16
2960;3;6|1|18
2960;2;0
2960;1;13
2960;0;14|17
2970;11;9
2970;10;8|3
2970;9;15|19|4
2970;8;10
2970;7;2|7
2970;6;11|5
2970;5;12
2970;4;16
2970;3;6|1|18
2970;2;0
2970;1;13
2970;0;14|17
2980;11;9
2980;10;8|3
2980;9;15|19|4
2980;8;10
2980;7;2|7
2980;6;11|5
2980;5;12
2980;4;16
2980;3;6|1|18
2980;2;0
2980;1;13
2980;0;14|17
2990;11;9
2990;10;8|3
2990;9;15|19|4
2990;8;10
2990;7;2|7
2990;6;11|5
2990;5;12
2990;4;16
2990;3;6|1|18
2990;2;0
2990;1;13
2990;0;14|17
3000;11;9
3000;10;8|3
3000;9;15|19|4
3000;8;10
3000;7;2|7
3000;6;11|5
3000;5;12
3000;4;16
3000;3;6|1|18
3000;2;0
3000;1;13
3000;0;14|17
3010;11;9
3010;10;8|3
3010;9;15|19|4
3010;8;10
3010;7;2|7
3010;6;11|5
3010;5;12
3010;4;16
3010;3;6|1|18
3010;2;0
3010;1;13
3010;0;14|17
3020;11;9
3020;10;8|3
3020;9;15|19|4
3020;8;10
3020;7;2|7
3020;6;11|5
3020;5;12
3020;4;16
3020;3;6|1|18
3020;2;0
3020;1;13
3020;0;14|17
3030;11;9
3030;10;8|3
3030;9;15|19|4
3030;8;10
3030;7;2|7
3030;6;11|5
3030;5;12
3030;4;16
3030;3;6|1|18
3030;2;0
3030;1;13
3030;0;14|17
3040;11;9
3040;10;8|3
3040;9;15|19|4
3040;8;10
3040;7;2|7
3040;6;11|5
3040;5;12
3040;4;16
3040;3;6|1|18
3040;2;0
3040;1;13
3040;0;14|17
3050;11;9
3050;10;8|3
3050;9;15|19|4
3050;8;10
3050;7;2|7
3050;6;11|5
3050;5;12
3050;4;16
3050;3;6|1|18
3050;2;0
3050;1;13
3050;0;14|17
3060;11;9
3060;10;8|3
3060;9;15|19|4
3060;8;10
3060;7;2|7
3060;6;11|5
3060;5;12
3060;4;16
3060;3;6|1|18
3060;2;0
3060;1;13
3060;0;14|17
3070;11;9
3070;10;8|3
3070;9;15|19|4
3070;8;10
3070;7;2|7
3070;6;11|5
3070;5;12
3070;4;16
3070;3;6|1|18
3070;2;0
3070;1;13
3070;0;14|17
3080;11;9
3080;10;8|3
3080;9;15|19|4
3080;8;10
3080;7;2|7
3080;6;11|5
3080;5;12
3080;4;16
3080;3;6|1|18
3080;2;0
3080;1;13
3080;0;14|17
3090;11;9
3090;10;8|3
3090;9;15|19|4
3090;8;10
3090;7;2|7
3090;6;11|5
3090;5;12
3090;4;16
3090;3;6|1|18
3090;2;0
3090;1;13
3090;0;14|17
3100;11;9
3100;10;8|3
3100;9;15|19|4
3100;8;10
3100;7;2|7
3100;6;11|5
3100;5;12
3100;4;16
3100;3;6|1|18
3100;2;0
3100;1;13
3100;0;14|17
3110;11;9
3110;10;8|3
3110;9;15|19|4
3110;8;10
3110;7;2|7
3110;6;11|5
3110;5;12
3110;4;16
3110;3;6|1|18
3110;2;0
3110;1;13
3110;0;14|17
3120;11;9
3120;10;8|3
3120;9;15|19|4
3120;8;10
3120;7;2|7
3120;6;11|5
3120;5;12
3120;4;16
3120;3;6|1|18
3120;2;0
3120;1;13
3120;0;14|17
3130;11;9
3130;10;8|3
3130;9;15|19|4
3130;8;10
3130;7;2|7
3130;6;11|5
3130;5;12
3130;4;16
3130;3;6|1|18
3130;2;0
3130;1;13
3130;0;14|17
3140;11;9
3140;10;8|3
3140;9;15|19|4
3140;8;10
3140;7;2|7
3140;6;11|5
3140;5;12
3140;4;16
3140;3;6|1|18
3140;2;0
3140;1;13
3140;0;14|17
3150;11;9
3150;10;8|3
3150;9;15|19|4
3150;8;10
3150;7;2|7
3150;6;11|5
3150;5;12
3150;4;16
3150;3;6|1|18
3150;2;0
3150;1;13
3150;0;14|17
3160;11;9
3160;10;8|3
3160;9;15|19|4
3160;8;10
3160;7;2|7
3160;6;11|5
3160;5;12
3160;4;16
3160;3;6|1|18
3160;2;0
3160;1;13
3160;0;14|17
3170;11;9
3170;10;8|3
3170;9;15|19|4
3170;8;10
3170;7;2|7
3170;6;11|5
3170;5;12
3170;4;16
3170;3;6|1|18
3170;2;0
3170;1;13
3170;0;14|17
3180;11;9
3180;10;8|3
3180;9;15|19|4
3180;8;10
3180;7;2|7
3180;6;11|5
3180;5;12
3180;4;16
3180;3;6|1|18
3180;2;0
3180;1;13
3180;0;14|17
3190;11;9
3190;10;8|3
3190;9;15|19|4
3190;8;10
3190;7;2|7
3190;6;11|5
3190;5;12
3190;4;16
3190;3;6|1|18
3190;2;0
3190;1;13
3190;0;14|17
3200;11;9
3200;10;8|3
3200;9;15|19|4
3200;8;10
3200;7;2|7
3200;6;11|5
3200;5;12
3200;4;16
3200;3;6|1|18
3200;2;0
3200;1;13
3200;0;14|17
3210;11;9
3210;10;8|3
3210;9;15|19|4
3210;8;10
3210;7;2|7
3210;6;11|5
3210;5;12
3210;4;16
3210;3;6|1|18
3210;2;0
3210;1;13
3210;0;14|17
3220;11;9
3220;10;8|3
3220;9;15|19|4
3220;8;10
3220;7;2|7
3220;6;11|5
3220;5;12
3220;4;16
3220;3;6|1|18
3220;2;0
3220;1;13
3220;0;14|17
3230;11;9
3230;10;8|3
3230;9;15|19|4
3230;8;10
3230;7;2|7
3230;6;11|5
3230;5;12
3230;4;16
3230;3;6|1|18
3230;2;0
3230;1;13
3230;0;14|17
3240;11;9
3240;10;8|3
3240;9;15|19|4
3240;8;10
3240;7;2|7
3240;6;11|5
3240;5;12
3240;4;16
3240;3;6|1|18
3240;2;0
3240;1;13
3240;0;14|17
3250;11;9
3250;10;8|3
3250;9;15|19|4
3250;8;10
3250;7;2|7
3250;6;11|5
3250;5;12
3250;4;16
3250;3;6|1|18
3250;2;0
3250;1;13
3250;0;14|17
3260;11;9
3260;10;8|3
3260;9;15|19|4
3260;8;10
3260;7;2|7
3260;6;11|5
3260;5;12
3260;4;16
3260;3;6|1|18
3260;2;0
3260;1;13
3260;0;14|17
3270;11;9
3270;10;8|3
3270;9;15|19|4
3270;8;10
3270;7;2|7
3270;6;11|5
3270;5;12
3270;4;16
3270;3;6|1|18
3270;2;0
3270;1;13
3270;0;14|17
3280;11;9
3280;10;8|3
3280;9;15|19|4
3280;8;10
3280;7;2|7
3280;6;11|5
3280;5;12
3280;4;16
3280;3;6|1|18
3280;2;0
3280;1;13
3280;0;14|17
3290;11;9
3290;10;8|3
3290;9;15|19|4
3290;8;10
3290;7;2|7
3290;6;11|5
3290;5;12
3290;4;16
3290;3;6|1|18
3290;2;0
3290;1;13
3290;0;14|17
3300;11;9
3300;10;8|3
3300;9;15|19|4
3300;8;10
3300;7;2|7
3300;6;11|5
3300;5;12
3300;4;16
3300;3;6|1|18
3300;2;0
3300;1;13
3300;0;14|17
3310;11;9
3310;10;8|3
3310;9;15|19|4
3310;8;10
3310;7;2|7
3310;6;11|5
3310;5;12
3310;4;16
3310;3;6|1|18
3310;2;0
3310;1;13
3310;0;14|17
3320;11;9
3320;10;8|3
3320;9;15|19|4
3320;8;10
3320;7;2|7
3320;6;11|5
3320;5;12
3320;4;16
3320;3;6|1|18
3320;2;0
3320;1;13
3320;0;14|17
3330;11;9
3330;10;8|3
3330;9;15|19|4
3330;8;10
3330;7;2|7
3330;6;11|5
3330;5;12
3330;4;16
3330;3;6|1|18
3330;2;0
3330;1;13
3330;0;14|17
3340;11;9
3340;10;8|3
3340;9;15|19|4
3340;8;10
3340;7;2|7
3340;6;11|5
3340;5;12
3340;4;16
3340;3;6|1|18
3340;2;0
3340;1;13
3340;0;14|17
3350;11;9
3350;10;8|3
3350;9;15|19|4
3350;8;10
3350;7;2|7
3350;6;11|5
3350;5;12
3350;4;16
3350;3;6|1|18
3350;2;0
3350;1;13
3350;0;14|17
3360;11;9
3360;10;8|3
3360;9;15|19|4
3360;8;10
3360;7;2|7
3360;6;11|5
3360;5;12
3360;4;16
3360;3;6|1|18
3360;2;0
3360;1;13
3360;0;14|17
3370;11;9
3370;10;8|3
3370;9;15|19|4
3370;8;10
3370;7;2|7
3370;6;11|5
3370;5;12
3370;4;16
3370;3;6|1|18
3370;2;0
3370;1;13
3370;0;14|17
3380;11;9
3380;10;8|3
3380;9;15|19|4
3380;8;10
3380;7;2|7
3380;6;11|5
3380;5;12
3380;4;16
3380;3;6|1|18
3380;2;0
3380;1;13
3380;0;14|17
3390;11;9
3390;10;8|3
3390;9;15|19|4
3390;8;10
3390;7;2|7
3390;6;11|5
3390;5;12
3390;4;16
3390;3;6|1|18
3390;2;0
3390;1;13
3390;0;14|17
3400;11;9
3400;10;8|3
3400;9;15|19|4
3400;8;10
3400;7;2|7
3400;6;11|5
3400;5;12
3400;4;16
3400;3;6|1|18
3400;2;0
3400;1;13
3400;0;14|17
3410;11;9
3410;10;8|3
3410;9;15|19|4
3410;8;10
3410;7;2|7
3410;6;11|5
3410;5;12
3410;4;16
3410;3;6|1|18
3410;2;0
3410;1;13
3410;0;14|17
3420;11;9
3420;10;8|3
3420;9;15|19|4
3420;8;10
3420;7;2|7
3420;6;11|5
3420;5;12
3420;4;16
3420;3;6|1|18
3420;2;0
3420;1;13
3420;0;14|17
3430;11;9
3430;10;8|3
3430;9;15|19|4
3430;8;10
3430;7;2|7
3430;6;11|5
3430;5;12
3430;4;16
3430;3;6|1|18
3430;2;0
3430;1;13
3430;0;14|17
3440;11;9
3440;10;8|3
3440;9;15|19|4
3440;8;10
3440;7;2|7
3440;6;11|5
3440;5;12
3440;4;16
3440;3;6|1|18
3440;2;0
3440;1;13
3440;0;14|17
3450;11;9
3450;10;8|3
3450;9;15|19|4
3450;8;10
3450;7;2|7
3450;6;11|5
3450;5;12
3450;4;16
3450;3;6|1|18
3450;2;0
3450;1;13
3450;0;14|17
3460;11;9
3460;10;8|3
3460;9;15|19|4
3460;8;10
3460;7;2|7
3460;6;11|5
3460;5;12
3460;4;16
3460;3;6|1|18
3460;2;0
3460;1;13
3460;0;14|17
3470;11;9
3470;10;8|3
3470;9;15|19|4
3470;8;10
3470;7;2|7
3470;6;11|5
3470;5;12
3470;4;16
3470;3;6|1|18
3470;2;0
3470;1;13
3470;0;14|17
3480;11;9
3480;10;8|3
3480;9;15|19|4
3480;8;10
3480;7;2|7
3480;6;11|5
3480;5;12
3480;4;16
3480;3;6|1|18
3480;2;0
3480;1;13
3480;0;14|17
3490;11;9
3490;10;8|3
3490;9;15|19|4
3490;8;10
3490;7;2|7
3490;6;11|5
3490;5;12
3490;4;16
3490;3;6|1|18
3490;2;0
3490;1;13
3490;0;14|17
3500;11;9
3500;10;8|3
3500;9;15|19|4
3500;8;10
3500;7;2|7
3500;6;11|5
3500;5;12
3500;4;16
3500;3;6|1|18
3500;2;0
3500;1;13
3500;0;14|17
3510;11;9
3510;10;8|3
3510;9;15|19|4
3510;8;10
3510;7;2|7
3510;6;11|5
3510;5;12
3510;4;16
3510;3;6|1|18
3510;2;0
3510;1;13
3510;0;14|17
3520;11;9
3520;10;8|3
3520;9;15|19|4
3520;8;10
3520;7;2|7
3520;6;11|5
3520;5;12
3520;4;16
3520;3;6|1|18
3520;2;0
3520;1;13
3520;0;14|17
3530;11;9
3530;10;8|3
3530;9;15|19|4
3530;8;10
3530;7;2|7
3530;6;11|5
3530;5;12
3530;4;16
3530;3;6|1|18
3530;2;0
3530;1;13
3530;0;14|17
3540;11;9
3540;10;8|3
3540;9;15|19|4
3540;8;10
3540;7;2|7
3540;6;11|5
3540;5;12
3540;4;16
3540;3;6|1|18
3540;2;0
3540;1;13
3540;0;14|17
3550;11;9
3550;10;8|3
3550;9;15|19|4
3550;8;10
3550;7;2|7
3550;6;11|5
3550;5;12
3550;4;16
3550;3;6|1|18
3550;2;0
3550;1;13
3550;0;14|17
3560;11;9
3560;10;8|3
3560;9;15|19|4
3560;8;10
3560;7;2|7
3560;6;11|5
3560;5;12
3560;4;16
3560;3;6|1|18
3560;2;0
3560;1;13
3560;0;14|17
3570;11;9
3570;10;8|3
3570;9;15|19|4
3570;8;10
3570;7;2|7
3570;6;11|5
3570;5;12
3570;4;16
3570;3;6|1|18
3570;2;0
3570;1;13
3570;0;14|17
3580;11;9
3580;10;8|3
3580;9;15|19|4
3580;8;10
3580;7;2|7
3580;6;11|5
3580;5;12
3580;4;16
3580;3;6|1|18
3580;2;0
3580;1;13
3580;0;14|17
3590;11;9
3590;10;8|3
3590;9;15|19|4
3590;8;10
3590;7;2|7
3590;6;11|5
3590;5;12
3590;4;16
3590;3;6|1|18
3590;2;0
3590;1;13
3590;0;14|17
3600;11;9
3600;10;8|3
3600;9;15|19|4
3600;8;10
3600;7;2|7
3600;6;11|5
3600;5;12
3600;4;16
3600;3;6|1|18
3600;2;0
3600;1;13
3600;0;14|17
3610;11;9
3610;10;8|3
3610;9;15|19|4
3610;8;10
3610;7;2|7
3610;6;11|5
3610;5;12
3610;4;16
3610;3;6|1|18
3610;2;0
3610;1;13
3610;0;14|17
3620;11;9
3620;10;8|3
3620;9;15|19|4
3620;8;10
3620;7;2|7
3620;6;11|5
3620;5;12
3620;4;16
3620;3;6|1|18
3620;2;0
3620;1;13
3620;0;14|17
3630;11;9
3630;10;8|3
3630;9;15|19|4
3630;8;10
3630;7;2|7
3630;6;11|5
3630;5;12
3630;4;16
3630;3;6|1|18
3630;2;0
3630;1;13
3630;0;14|17
3640;11;9
3640;10;8|3
3640;9;15|19|4
3640;8;10
3640;7;2|7
3640;6;11|5
3640;5;12
3640;4;16
3640;3;6|1|18
3640;2;0
3640;1;13
3640;0;14|17
3650;11;9
3650;10;8|3
3650;9;15|19|4
3650;8;10
3650;7;2|7
3650;6;11|5
3650;5;12
3650;4;16
3650;3;6|1|18
3650;2;0
3650;1;13
3650;0;14|17
3660;11;9
3660;10;8|3
3660;9;15|19|4
3660;8;10
3660;7;2|7
3660;6;11|5
3660;5;12
3660;4;16
3660;3;6|1|18
3660;2;0
3660;1;13
3660;0;14|17
3670;11;9
3670;10;8|3
3670;9;15|19|4
3670;8;10
3670;7;2|7
3670;6;11|5
3670;5;12
3670;4;16
3670;3;6|1|18
3670;2;0
3670;1;13
3670;0;14|17
3680;11;9
3680;10;8|3
3680;9;15|19|4
3680;8;10
3680;7;2|7
3680;6;11|5
3680;5;12
3680;4;16
3680;3;6|1|18
3680;2;0
3680;1;13
3680;0;14|17
3690;11;9
3690;10;8|3
3690;9;15|19|4
3690;8;10
3690;7;2|7
3690;6;11|5
3690;5;12
3690;4;16
3690;3;6|1|18
3690;2;0
3690;1;13
3690;0;14|17
3700;11;9
3700;10;8|3
3700;9;15|19|4
3700;8;10
3700;7;2|7
3700;6;11|5
3700;5;12
3700;4;16
3700;3;6|1|18
3700;2;0
3700;1;13
3700;0;14|17
3710;11;9
3710;10;8|3
3710;9;15|19|4
3710;8;10
3710;7;2|7
3710;6;11|5
3710;5;12
3710;4;16
3710;3;6|1|18
3710;2;0
3710;1;13
3710;0;14|17
3720;11;9
3720;10;8|3
3720;9;15|19|4
3720;8;10
3720;7;2|7
3720;6;11|5
3720;5;12
3720;4;16
3720;3;6|1|18
3720;2;0
3720;1;13
3720;0;14|17
3730;11;9
3730;10;8|3
3730;9;15|19|4
3730;8;10
3730;7;2|7
3730;6;11|5
3730;5;12
3730;4;16
3730;3;6|1|18
3730;2;0
3730;1;13
3730;0;14|17
3740;11;9
3740;10;8|3
3740;9;15|19|4
3740;8;10
3740;7;2|7
3740;6;11|5
3740;5;12
3740;4;16
3740;3;6|1|18
3740;2;0
3740;1;13
3740;0;14|17
3750;11;9
3750;10;8|3
3750;9;15|19|4
3750;8;10
3750;7;2|7
3750;6;11|5
3750;5;12
3750;4;16
3750;3;6|1|18
3750;2;0
3750;1;13
3750;0;14|17
3760;11;9
3760;10;8|3
3760;9;15|19|4
3760;8;10
3760;7;2|7
3760;6;11|5
3760;5;12
3760;4;16
3760;3;6|1|18
3760;2;0
3760;1;13
3760;0;14|17
3770;11;9
3770;10;8|3
3770;9;15|19|4
3770;8;10
3770;7;2|7
3770;6;11|5
3770;5;12
3770;4;16
3770;3;6|1|18
3770;2;0
3770;1;13
3770;0;14|17
3780;11;9
3780;10;8|3
3780;9;15|19|4
3780;8;10
3780;7;2|7
3780;6;11|5
3780;5;12
3780;4;16
3780;3;6|1|18
3780;2;0
3780;1;13
3780;0;14|17
3790;11;9
3790;10;8|3
3790;9;15|19|4
3790;8;10
3790;7;2|7
3790;6;11|5
3790;5;12
3790;4;16
3790;3;6|1|18
3790;2;0
3790;1;13
3790;0;14|17
3800;11;9
3800;10;8|3
3800;9;15|19|4
3800;8;10
3800;7;2|7
3800;6;11|5
3800;5;12
3800;4;16
3800;3;6|1|18
3800;2;0
3800;1;13
3800;0;14|17
3810;11;9
3810;10;8|3
3810;9;15|19|4
3810;8;10
3810;7;2|7
3810;6;11|5
3810;5;12
3810;4;16
3810;3;6|1|18
3810;2;0
3810;1;13
3810;0;14|17
3820;11;9
3820;10;8|3
3820;9;15|19|4
3820;8;10
3820;7;2|7
3820;6;11|5
3820;5;12
3820;4;16
3820;3;6|1|18
3820;2;0
3820;1;13
3820;0;14|17
3830;11;9
3830;10;8|3
3830;9;15|19|4
3830;8;10
3830;7;2|7
3830;6;11|5
3830;5;12
3830;4;16
3830;3;6|1|18
3830;2;0
3830;1;13
3830;0;14|17
3840;11;9
3840;10;8|3
3840;9;15|19|4
3840;8;10
3840;7;2|7
3840;6;11|5
3840;5;12
3840;4;16
3840;3;6|1|18
3840;2;0
3840;1;13
3840;0;14|17
3850;11;9
3850;10;8|3
3850;9;15|19|4
3850;8;10
3850;7;2|7
3850;6;11|5
3850;5;12
3850;4;16
3850;3;6|1|18
3850;2;0
3850;1;13
3850;0;14|17
3860;11;9
3860;10;8|3
3860;9;15|19|4
3860;8;10
3860;7;2|7
3860;6;11|5
3860;5;12
3860;4;16
3860;3;6|1|18
3860;2;0
3860;1;13
3860;0;14|17
3870;11;9
3870;10;8|3
3870;9;15|19|4
3870;8;10
3870;7;2|7
3870;6;11|5
3870;5;12
3870;4;16
3870;3;6|1|18
3870;2;0
3870;1;13
3870;0;14|17
3880;11;9
3880;10;8|3
3880;9;15|19|4
3880;8;10
3880;7;2|7
3880;6;11|5
3880;5;12
3880;4;16
3880;3;6|1|18
3880;2;0
3880;1;13
3880;0;14|17
3890;11;9
3890;10;8|3
3890;9;15|19|4
3890;8;10
3890;7;2|7
3890;6;11|5
3890;5;12
3890;4;16
3890;3;6|1|18
3890;2;0
3890;1;13
3890;0;14|17
3900;11;9
3900;10;8|3
3900;9;15|19|4
3900;8;10
3900;7;2|7
3900;6;11|5
3900;5;12
3900;4;16
3900;3;6|1|18
3900;2;0
3900;1;13
3900;0;14|17
3910;11;9
3910;10;8|3
3910;9;15|19|4
3910;8;10
3910;7;2|7
3910;6;11|5
3910;5;12
3910;4;16
3910;3;6|1|18
3910;2;0
3910;1;13
3910;0;14|17
3920;11;9
3920;10;8|3
3920;9;15|19|4
3920;8;10
3920;7;2|7
3920;6;11|5
3920;5;12
3920;4;16
3920;3;6|1|18
3920;2;0
3920;1;13
3920;0;14|17
3930;11;9
3930;10;8|3
3930;9;15|19|4
3930;8;10
3930;7;2|7
3930;6;11|5
3930;5;12
3930;4;16
3930;3;6|1|18
3930;2;0
3930;1;13
3930;0;14|17
3940;11;9
3940;10;8|3
3940;9;15|19|4
3940;8;10
3940;7;2|7
3940;6;11|5
3940;5;12
3940;4;16
3940;3;6|1|18
3940;2;0
3940;1;13
3940;0;14|17
3950;11;9
3950;10;8|3
3950;9;15|19|4
3950;8;10
3950;7;2|7
3950;6;11|5
3950;5;12
3950;4;16
3950;3;6|1|18
3950;2;0
3950;1;13
3950;0;14|17
3960;11;9
3960;10;8|3
3960;9;15|19|4
3960;8;10
3960;7;2|7
3960;6;11|5
3960;5;12
3960;4;16
3960;3;6|1|18
3960;2;0
3960;1;13
3960;0;14|17
3970;11;9
3970;10;8|3
3970;9;15|19|4
3970;8;10
3970;7;2|7
3970;6;11|5
3970;5;12
3970;4;16
3970;3;6|1|18
3970;2;0
3970;1;13
3970;0;14|17
3980;11;9
3980;10;8|3
3980;9;15|19|4
3980;8;10
3980;7;2|7
3980;6;11|5
3980;5;12
3980;4;16
3980;3;6|1|18
3980;2;0
3980;1;13
3980;0;14|17
3990;11;9
3990;10;8|3
3990;9;15|19|4
3990;8;10
3990;7;2|7
3990;6;11|5
3990;5;12
3990;4;16
3990;3;6|1|18
3990;2;0
3990;1;13
3990;0;14|17
4000;11;9
4000;10;8|3
4000;9;15|19|4
4000;8;10
4000;7;2|7
4000;6;11|5
4000;5;12
4000;4;16
4000;3;6|1|18
4000;2;0
4000;1;13
4000;0;14|17
4010;11;9
4010;10;8|3
4010;9;15|19|4
4010;8;10
4010;7;2|7
4010;6;11|5
4010;5;12
4010;4;16
4010;3;6|1|18
4010;2;0
4010;1;13
4010;0;14|17
4020;11;9
4020;10;8|3
4020;9;15|19|4
4020;8;10
4020;7;2|7
4020;6;11|5
4020;5;12
4020;4;16
4020;3;6|1|18
4020;2;0
4020;1;13
4020;0;14|17
4030;11;9
4030;10;8|3
4030;9;15|19|4
4030;8;10
4030;7;2|7
4030;6;11|5
4030;5;12
4030;4;16
4030;3;6|1|18
4030;2;0
4030;1;13
4030;0;14|17
4040;11;9
4040;10;8|3
4040;9;15|19|4
4040;8;10
4040;7;2|7
4040;6;11|5
4040;5;12
4040;4;16
4040;3;6|1|18
4040;2;0
4040;1;13
4040;0;14|17
4050;11;9
4050;10;8|3
4050;9;15|19|4
4050;8;10
4050;7;2|7
4050;6;11|5
4050;5;12
4050;4;16
4050;3;6|1|18
4050;2;0
4050;1;13
4050;0;14|17
4060;11;9
4060;10;8|3
4060;9;15|19|4
4060;8;10
4060;7;2|7
4060;6;11|5
4060;5;12
4060;4;16
4060;3;6|1|18
4060;2;0
4060;1;13
4060;0;14|17
4070;11;9
4070;10;8|3
4070;9;15|19|4
4070;8;10
4070;7;2|7
4070;6;11|5
4070;5;12
4070;4;16
4070;3;6|1|18
4070;2;0
4070;1;13
4070;0;14|17
4080;11;9
4080;10;8|3
4080;9;15|19|4
4080;8;10
4080;7;2|7
4080;6;11|5
4080;5;12
4080;4;16
4080;3;6|1|18
4080;2;0
4080;1;13
4080;0;14|17
4090;11;9
4090;10;8|3
4090;9;15|19|4
4090;8;10
4090;7;2|7
4090;6;11|5
4090;5;12
4090;4;16
4090;3;6|1|18
4090;2;0
4090;1;13
4090;0;14|17
4100;11;9
4100;10;8|3
4100;9;15|19|4
4100;8;10
4100;7;2|7
4100;6;11|5
4100;5;12
4100;4;16
4100;3;6|1|18
4100;2;0
4100;1;13
4100;0;14|17
4110;11;9
4110;10;8|3
4110;9;15|19|4
4110;8;10
4110;7;2|7
4110;6;11|5
4110;5;12
4110;4;16
4110;3;6|1|18
4110;2;0
4110;1;13
4110;0;14|17
4120;11;9
4120;10;8|3
4120;9;15|19|4
4120;8;10
4120;7;2|7
4120;6;11|5
4120;5;12
4120;4;16
4120;3;6|1|18
4120;2;0
4120;1;13
4120;0;14|17
4130;11;9
4130;10;8|3
4130;9;15|19|4
4130;8;10
4130;7;2|7
4130;6;11|5
4130;5;12
4130;4;16
4130;3;6|1|18
4130;2;0
4130;1;13
4130;0;14|17
4140;11;9
4140;10;8|3
4140;9;15|19|4
4140;8;10
4140;7;2|7
4140;6;11|5
4140;5;12
4140;4;16
4140;3;6|1|18
4140;2;0
4140;1;13
4140;0;14|17
4150;11;9
4150;10;8|3
4150;9;15|19|4
4150;8;10
4150;7;2|7
4150;6;11|5
4150;5;12
4150;4;16
4150;3;6|1|18
4150;2;0
4150;1;13
4150;0;14|17
4160;11;9
4160;10;8|3
4160;9;15|19|4
4160;8;10
4160;7;2|7
4160;6;11|5
4160;5;12
4160;4;16
4160;3;6|1|18
4160;2;0
4160;1;13
4160;0;14|17
4170;11;9
4170;10;8|3
4170;9;15|19|4
4170;8;10
4170;7;2|7
4170;6;11|5
4170;5;12
4170;4;16
4170;3;6|1|18
4170;2;0
4170;1;13
4170;0;14|17
4180;11;9
4180;10;8|3
4180;9;15|19|4
4180;8;10
4180;7;2|7
4180;6;11|5
4180;5;12
4180;4;16
4180;3;6|1|18
4180;2;0
4180;1;13
4180;0;14|17
4190;11;9
4190;10;8|3
4190;9;15|19|4
4190;8;10
4190;7;2|7
4190;6;11|5
4190;5;12
4190;4;16
4190;3;6|1|18
4190;2;0
4190;1;13
4190;0;14|17
4200;11;9
4200;10;8|3
4200;9;15|19|4
4200;8;10
4200;7;2|7
4200;6;11|5
4200;5;12
4200;4;16
4200;3;6|1|18
4200;2;0
4200;1;13
4200;0;14|17
4210;11;9
4210;10;8|3
4210;9;15|19|4
4210;8;10
4210;7;2|7
4210;6;11|5
4210;5;12
4210;4;16
4210;3;6|1|18
4210;2;0
4210;1;13
4210;0;14|17
4220;11;9
4220;10;8|3
4220;9;15|19|4
4220;8;10
4220;7;2|7
4220;6;11|5
4220;5;12
4220;4;16
4220;3;6|1|18
4220;2;0
4220;1;13
4220;0;14|17
4230;11;9
4230;10;8|3
4230;9;15|19|4
4230;8;10
4230;7;2|7
4230;6;11|5
4230;5;12
4230;4;16
4230;3;6|1|18
4230;2;0
4230;1;13
4230;0;14|17
4240;11;9
4240;10;8|3
4240;9;15|19|4
4240;8;10
4240;7;2|7
4240;6;11|5
4240;5;12
4240;4;16
4240;3;6|1|18
4240;2;0
4240;1;13
4240;0;14|17
4250;11;9
4250;10;8|3
4250;9;15|19|4
4250;8;10
4250;7;2|7
4250;6;11|5
4250;5;12
4250;4;16
4250;3;6|1|18
4250;2;0
4250;1;13
4250;0;14|17
4260;11;9
4260;10;8|3
4260;9;15|19|4
4260;8;10
4260;7;2|7
4260;6;11|5
4260;5;12
4260;4;16
4260;3;6|1|18
4260;2;0
4260;1;13
4260;0;14|17
4270;11;9
4270;10;8|3
4270;9;15|19|4
4270;8;10
4270;7;2|7
4270;6;11|5
4270;5;12
4270;4;16
4270;3;6|1|18
4270;2;0
4270;1;13
4270;0;14|17
4280;11;9
4280;10;8|3
4280;9;15|19|4
4280;8;10
4280;7;2|7
4280;6;11|5
4280;5;12
4280;4;16
4280;3;6|1|18
4280;2;0
4280;1;13
4280;0;14|17
4290;11;9
4290;10;8|3
4290;9;15|19|4
4290;8;10
4290;7;2|7
4290;6;11|5
4290;5;12
4290;4;16
4290;3;6|1|18
4290;2;0
4290;1;13
4290;0;14|17
4300;11;9
4300;10;8|3
4300;9;15|19|4
4300;8;10
4300;7;2|7
